Light_Intensity,Temperature,PIR,Minute_Of_Day,Room_Occupancy_Count,LED_On
19.75,25.845,0,960,3,1
1.5,24.952499999999997,0,429,0,0
66.25,25.3925,0,721,1,1
0.0,25.2025,0,313,0,0
53.5,25.92,0,977,1,1
80.0,26.1425,0,1185,2,1
0.0,25.252499999999998,0,1362,0,0
0.0,25.095,0,112,0,0
67.5,25.91,0,931,1,1
15.25,24.9525,0,513,0,0
129.75,25.36,1,692,2,0
57.0,26.0925,0,934,1,1
80.0,26.1725,0,1169,2,1
0.0,25.065,0,164,0,0
144.75,26.095,1,1066,3,0
65.75,25.1575,1,677,1,1
0.0,26.107499999999998,0,1202,0,0
85.25,26.0,0,1032,2,1
83.25,26.0175,0,1050,2,1
89.5,25.939999999999998,1,1000,2,1
65.5,25.9225,0,944,1,1
23.75,25.159999999999997,0,610,0,0
133.25,25.6875,1,776,2,0
133.5,26.205000000000002,1,738,2,0
53.5,25.92,1,976,1,1
0.0,24.967499999999998,0,398,0,0
90.0,25.97,0,1004,2,1
12.75,25.8275,0,991,3,1
0.0,25.205,0,1411,0,0
65.0,25.015,1,658,1,1
71.0,25.55,1,759,1,1
0.0,25.3775,0,47,0,0
82.25,26.015,1,1034,2,1
21.5,25.0475,0,589,0,0
70.5,25.565,0,762,1,1
4.5,24.952499999999997,0,446,0,0
26.5,25.7975,1,945,3,1
83.25,26.0325,1,1046,2,1
65.25,25.080000000000002,0,665,1,1
0.0,25.5025,0,1235,0,0
80.0,26.205,0,1140,2,1
0.0,25.5025,0,1162,0,0
91.75,25.939999999999998,0,997,2,1
14.5,25.845,0,984,3,1
0.0,25.4225,0,1418,0,0
11.25,25.875,1,1006,3,1
62.75,25.3275,1,709,1,1
44.75,26.185,1,988,1,1
0.0,25.395,0,51,0,0
81.5,26.2025,0,1129,2,1
0.0,25.1125,0,265,0,0
0.0,25.125,0,57,0,0
69.25,25.375,0,717,1,1
86.0,25.985,1,1025,2,1
58.25,25.92,1,962,1,1
0.0,25.265,0,238,0,0
70.25,25.4225,0,727,1,1
68.0,25.925,0,929,1,1
0.0,25.22,0,1411,0,0
66.75,25.1425,0,674,1,1
57.75,26.11,0,940,1,1
56.75,25.9375,0,966,1,1
18.25,25.8275,0,978,3,1
0.0,25.279999999999998,0,259,0,0
0.0,25.22,0,1397,0,0
0.0,25.22,0,227,0,0
0.0,25.4675,0,1393,0,0
2.0,24.9675,0,427,0,0
22.75,25.735,1,942,3,1
53.0,26.155,0,956,1,1
0.0,25.424999999999997,0,1234,0,0
52.75,25.92,0,979,1,1
6.25,25.6125,0,1014,0,0
10.5,24.935,0,474,0,0
15.75,25.064999999999998,0,504,0,0
96.0,25.9875,1,1059,2,1
0.0,25.4075,0,3,0,0
0.0,25.11,0,138,0,0
48.75,26.17,0,971,1,1
67.5,25.3925,1,719,1,1
0.0,25.25,0,251,0,0
0.0,25.8925,0,1218,0,0
0.0,25.1275,0,370,0,0
71.5,25.485,0,739,1,1
133.25,26.2825,0,842,2,0
0.0,25.314999999999998,0,131,0,0
88.25,25.97,0,1011,2,1
0.0,24.985,0,399,0,0
86.0,25.985,1,1012,2,1
95.5,26.0,0,1069,2,1
80.5,26.1275,0,1182,2,1
0.0,25.3475,0,100,0,0
0.0,25.002499999999998,0,365,0,0
80.75,26.015,1,1047,2,1
72.75,25.565,1,765,1,1
0.0,25.36,0,1418,0,0
59.75,25.9375,0,956,1,1
81.0,26.015,1,1045,2,1
73.25,25.55,1,763,1,1
83.75,26.0175,1,1041,2,1
67.75,25.4375,0,732,1,1
44.25,26.202499999999997,1,991,1,1
145.0,26.1575,0,1085,3,0
0.0,26.4075,0,1181,0,0
28.5,25.564999999999998,0,926,3,1
52.5,25.905,0,980,1,1
7.5,25.9075,1,1016,3,1
86.75,25.97,1,1021,2,1
14.25,25.8425,0,987,3,1
16.25,25.0475,0,511,0,0
0.0,25.314999999999998,0,1303,0,0
80.25,26.1575,1,1187,2,1
135.75,26.315,1,745,2,0
7.25,25.5975,0,1009,0,0
80.0,26.1725,0,1169,2,1
0.0,25.1575,0,362,0,0
81.25,26.0325,1,1039,2,1
95.5,25.955,1,1071,2,1
58.0,26.125,1,936,1,1
0.0,25.035,0,309,0,0
0.0,25.455,0,1225,0,0
17.25,25.83,1,967,3,1
68.25,25.4375,1,735,1,1
80.0,26.142500000000002,1,1180,2,1
0.0,26.08,0,1199,0,0
64.5,25.9225,1,940,1,1
62.25,25.9225,0,951,1,1
26.5,25.6725,1,934,3,1
13.5,24.97,0,489,0,0
19.5,25.845,1,958,3,1
34.5,25.267500000000002,0,687,0,0
14.75,25.905,1,999,3,1
70.25,25.3925,0,724,1,1
0.0,25.22,0,174,0,0
83.25,26.0325,0,1052,2,1
0.0,25.065,0,228,0,0
0.0,25.2975,0,82,0,0
6.75,25.9075,1,1019,3,1
93.25,25.955,1,994,2,1
0.0,25.33,0,131,0,0
59.0,25.905,1,958,1,1
13.75,25.580000000000002,0,984,0,0
0.0,25.517500000000002,0,1082,0,0
140.75,25.9875,1,1056,2,0
129.5,25.485,1,709,2,0
0.0,25.315,0,1435,0,0
22.5,25.0475,0,589,0,0
0.0,25.1875,0,269,0,0
79.0,26.2025,0,1135,2,1
0.0,25.142500000000002,0,252,0,0
12.75,24.935,0,486,0,0
29.5,25.205,0,664,0,0
11.25,25.0475,0,477,0,0
9.25,25.9075,1,1012,3,1
64.25,24.967499999999998,1,654,1,1
0.0,25.0,0,369,0,0
138.25,25.9225,1,819,2,0
82.75,26.0325,1,1032,2,1
80.25,26.1425,1,1186,2,1
0.0,25.0975,0,307,0,0
81.75,26.015,1,1037,2,1
14.5,25.877499999999998,1,981,3,1
80.0,26.157500000000002,0,1157,2,1
86.75,25.97,1,1023,2,1
0.0,25.5475,0,1093,0,0
8.75,25.9075,0,1014,3,1
61.5,25.9225,1,952,1,1
0.0,25.11,0,113,0,0
26.5,25.705,1,936,3,1
81.75,26.0175,1,1053,2,1
11.25,24.97,0,476,0,0
13.25,24.9225,0,489,0,0
0.0,26.2825,0,1187,0,0
0.0,25.080000000000002,0,167,0,0
7.5,25.89,1,1016,3,1
6.75,25.9075,1,1020,3,1
81.75,26.22,0,1126,2,1
0.0,25.1125,0,376,0,0
90.75,25.939999999999998,1,997,2,1
0.0,25.2025,0,293,0,0
0.0,25.235,0,226,0,0
135.25,26.36,0,745,2,0
56.0,25.9375,0,968,1,1
0.0,25.25,0,268,0,0
0.0,25.3325,0,63,0,0
143.0,26.2825,1,1082,3,0
26.25,25.7675,1,947,3,1
26.5,25.6725,1,935,3,1
85.75,26.0175,0,1027,2,1
50.5,26.1875,1,965,1,1
189.0,26.4075,1,802,3,0
0.0,25.279999999999998,0,150,0,0
88.5,25.955,0,1008,2,1
49.75,25.9225,1,987,1,1
0.0,25.6725,0,1122,0,0
13.0,25.034999999999997,0,485,0,0
12.5,25.8425,0,992,3,1
69.25,25.55,0,752,1,1
66.5,25.939999999999998,1,936,1,1
70.0,25.565,1,768,1,1
46.25,26.1875,0,981,1,1
56.5,25.92,0,967,1,1
73.75,25.55,0,757,1,1
18.0,25.8275,0,977,3,1
0.0,25.314999999999998,0,138,0,0
56.5,26.14,0,945,1,1
0.0,25.1125,0,285,0,0
83.5,26.0175,1,1045,2,1
138.75,26.1875,1,829,2,0
135.25,26.235,1,742,2,0
0.0,25.1275,0,349,0,0
57.0,26.1075,0,929,1,1
45.5,26.185,0,984,1,1
0.0,25.58,0,1331,0,0
53.25,25.92,0,978,1,1
71.25,25.485,0,742,1,1
42.5,26.185,1,997,1,1
0.0,25.0975,0,409,0,0
0.0,25.265,0,180,0,0
0.0,25.515,0,1167,0,0
171.0,26.5325,1,757,3,0
0.0,24.97,0,375,0,0
12.5,24.985,0,485,0,0
0.5,25.064999999999998,0,410,0,0
80.0,26.157500000000002,1,1191,2,1
13.0,25.875,1,1003,3,1
40.75,25.4525,0,808,0,0
46.75,25.5175,0,837,0,0
96.25,26.002499999999998,1,1057,3,1
14.75,25.0475,0,498,0,0
83.5,26.035,1,1043,2,1
0.75,25.049999999999997,0,417,0,0
59.0,25.935,0,959,1,1
0.0,25.1875,0,214,0,0
73.25,25.565,0,758,1,1
80.0,26.1275,0,1180,2,1
87.0,25.97,1,1018,2,1
17.25,25.0325,0,539,0,0
0.0,25.439999999999998,0,1220,0,0
67.0,25.94,0,932,1,1
0.0,25.125,0,364,0,0
60.5,25.9225,0,953,1,1
0.0,25.205,0,1405,0,0
0.0,25.314999999999998,0,1307,0,0
0.0,25.22,0,287,0,0
0.0,25.61,0,1144,0,0
80.0,26.1875,1,1141,2,1
0.0,25.11,0,115,0,0
0.0,25.157500000000002,0,247,0,0
0.0,25.3775,0,57,0,0
18.75,25.845,1,974,3,1
0.0,25.1725,0,15,0,0
0.0,25.924999999999997,0,1221,0,0
68.75,25.4375,0,734,1,1
69.0,25.345,0,713,1,1
144.75,26.6725,0,1149,3,0
136.5,26.2675,0,843,2,0
19.0,25.8125,1,970,3,1
80.0,26.1725,0,1168,2,1
0.0,25.3775,0,59,0,0
65.75,25.3575,1,710,1,1
137.0,25.72,1,783,2,0
64.5,25.0175,1,655,1,1
18.5,25.7975,1,964,3,1
54.0,25.92,0,974,1,1
84.5,26.0,1,1021,2,1
0.0,25.3925,0,8,0,0
0.0,25.47,0,1354,0,0
17.25,25.7975,1,966,3,1
84.75,26.0,1,1020,2,1
26.25,25.705,1,937,3,1
58.75,25.92,0,957,1,1
81.5,26.0475,1,1051,2,1
12.5,24.9675,0,482,0,0
138.0,26.72,0,1168,3,0
0.0,25.3775,0,32,0,0
45.25,26.17,1,987,1,1
59.0,25.9375,0,958,1,1
0.0,25.532500000000002,0,1162,0,0
48.5,26.155,0,972,1,1
89.0,25.955,1,1002,2,1
79.75,26.1875,0,1141,2,1
0.0,25.265,0,233,0,0
58.0,25.33,1,709,1,1
137.75,25.9075,0,820,2,0
192.25,26.424999999999997,0,843,3,0
79.5,26.2025,0,1136,2,1
25.75,25.705,1,938,3,1
49.75,25.92,0,986,1,1
43.75,26.1875,1,994,1,1
13.25,25.845,0,989,3,1
52.25,26.14,0,958,1,1
137.75,26.735,0,1168,3,0
0.0,25.080000000000002,0,172,0,0
21.5,25.6125,0,955,0,0
62.0,24.9375,0,651,1,1
0.0,25.2025,0,302,0,0
58.0,26.125,1,940,1,1
62.25,24.9525,0,652,1,1
0.0,24.9675,0,402,0,0
46.25,26.202499999999997,0,980,1,1
88.25,25.97,0,1004,2,1
0.0,25.3625,0,58,0,0
46.5,26.17,1,978,1,1
86.25,26.0,1,1011,2,1
18.25,25.7975,1,964,3,1
0.0,25.002499999999998,0,363,0,0
0.0,25.264999999999997,0,202,0,0
142.25,25.9875,1,1048,2,0
26.5,25.6875,1,936,3,1
0.0,25.8925,0,1231,0,0
18.5,25.015,0,561,0,0
82.75,26.0,1,1029,2,1
83.5,26.015,0,1042,2,1
0.0,25.7825,0,1106,0,0
81.0,26.015,1,1048,2,1
81.5,26.22,1,1124,2,1
9.75,25.6275,0,1001,0,0
70.5,25.55,0,759,1,1
88.75,25.97,0,1007,2,1
0.0,25.625,0,1288,0,0
87.0,25.9875,1,1021,2,1
0.0,25.3125,0,146,0,0
41.5,25.377499999999998,0,751,0,0
88.25,25.985,0,1004,2,1
0.0,25.7975,0,1247,0,0
0.0,25.47,0,1238,0,0
0.0,25.0175,0,340,0,0
66.25,25.1875,0,683,1,1
65.75,25.035,0,661,1,1
59.0,25.905,0,960,1,1
47.5,26.2025,0,975,1,1
80.25,26.1425,1,1186,2,1
3.75,25.58,0,1026,0,0
67.5,25.925,0,930,1,1
0.0,25.279999999999998,0,181,0,0
1.75,25.049999999999997,0,425,0,0
0.0,25.467499999999998,0,1367,0,0
0.75,25.049999999999997,0,415,0,0
0.0,25.47,0,1211,0,0
147.0,26.0625,0,1059,3,0
186.5,26.535,1,853,3,0
70.75,25.4375,1,728,1,1
0.0,25.3775,0,31,0,0
0.0,25.36,0,1406,0,0
95.25,26.0,1,1067,2,1
95.25,26.0,1,1069,2,1
0.0,25.25,0,239,0,0
16.0,24.987499999999997,0,511,0,0
0.0,25.294999999999998,0,223,0,0
83.75,26.0325,1,1044,2,1
70.25,25.4375,1,729,1,1
68.5,25.9225,0,926,1,1
65.0,25.065,1,663,1,1
0.5,25.5475,0,1061,0,0
49.0,26.169999999999998,0,969,1,1
0.5,24.9525,0,419,0,0
65.75,25.1575,0,677,1,1
85.75,26.0,0,1029,2,1
81.25,26.015,1,1042,2,1
79.25,26.1875,0,1138,2,1
87.0,25.985,0,1022,2,1
62.5,24.9525,0,653,1,1
80.5,26.1425,0,1182,2,1
0.0,25.080000000000002,0,232,0,0
66.5,25.36,0,714,1,1
66.75,25.1425,1,673,1,1
48.5,25.5825,0,866,0,0
64.5,25.9225,0,941,1,1
67.5,25.4075,1,721,1,1
39.0,25.3125,0,730,0,0
86.75,25.97,1,1009,2,1
92.0,25.939999999999998,0,996,2,1
5.0,25.595,0,1020,0,0
0.0,25.25,0,1367,0,0
0.0,25.455,0,1364,0,0
80.0,26.1425,0,1177,2,1
0.0,25.11,0,107,0,0
10.5,25.0475,0,471,0,0
13.0,25.0475,0,484,0,0
0.0,25.25,0,1383,0,0
136.5,25.7975,1,794,2,0
49.25,26.17,0,968,1,1
87.75,25.97,1,1006,2,1
85.5,26.0,0,1032,2,1
9.5,24.935,0,469,0,0
48.25,26.202499999999997,0,973,1,1
0.5,25.049999999999997,0,413,0,0
88.5,25.97,1,1012,2,1
0.0,25.22,0,1410,0,0
0.0,25.02,0,311,0,0
0.0,25.595,0,1298,0,0
67.0,25.1725,0,680,1,1
142.5,26.252499999999998,1,1095,3,0
67.0,25.94,0,934,1,1
83.75,26.0325,0,1044,2,1
82.75,26.0175,0,1031,2,1
142.5,26.2675,1,1097,3,0
70.25,25.4225,0,726,1,1
0.0,25.36,0,1405,0,0
0.0,25.25,0,272,0,0
26.0,25.705,1,938,3,1
0.0,25.14,0,59,0,0
65.25,25.9075,0,943,1,1
65.75,25.127499999999998,0,671,1,1
62.25,25.9225,0,950,1,1
96.0,25.939999999999998,1,992,2,1
66.5,25.1425,1,676,1,1
46.25,26.17,0,979,1,1
66.5,25.2175,0,684,1,1
26.25,25.189999999999998,0,632,0,0
0.0,25.4375,0,1413,0,0
52.0,25.92,0,981,1,1
59.25,25.92,0,957,1,1
18.0,25.815,1,965,3,1
80.25,26.1275,0,1179,2,1
60.0,25.9375,0,954,1,1
69.75,25.94,0,927,1,1
0.75,25.049999999999997,0,418,0,0
26.25,25.205,0,647,0,0
46.75,26.17,1,977,1,1
0.0,25.4075,0,1398,0,0
10.0,25.8925,1,1009,3,1
55.75,25.9525,1,971,1,1
86.0,25.985,1,1014,2,1
56.75,26.0775,0,929,1,1
0.75,24.985,0,414,0,0
23.0,25.752499999999998,1,944,3,1
143.0,26.345,1,1076,3,0
66.25,25.94,0,936,1,1
80.5,26.1275,0,1183,2,1
79.75,26.1875,1,1148,2,1
32.0,25.267500000000002,0,677,0,0
63.75,25.9075,0,939,1,1
73.0,25.565,1,765,1,1
65.25,25.375,1,687,1,1
0.0,25.33,0,118,0,0
40.25,25.377499999999998,0,753,0,0
0.0,25.1875,0,271,0,0
18.75,25.8275,1,975,3,1
0.0,25.3775,0,60,0,0
0.0,25.5025,0,1146,0,0
0.0,25.36,0,105,0,0
80.0,26.1725,0,1161,2,1
9.5,25.9075,1,1012,3,1
71.0,25.47,1,741,1,1
87.75,25.985,1,1008,2,1
142.5,26.2825,1,1086,3,0
83.5,26.0,1,1024,2,1
36.5,25.3,0,713,0,0
65.0,25.9375,0,946,1,1
0.0,25.205,0,10,0,0
83.5,26.0325,0,1048,2,1
86.0,25.985,0,1015,2,1
0.0,25.3125,0,188,0,0
31.25,25.2375,0,667,0,0
65.75,25.89,0,935,1,1
65.0,25.080000000000002,0,666,1,1
6.0,25.0175,0,452,0,0
31.75,26.125,0,906,0,0
57.25,26.1075,0,930,1,1
79.5,26.22,1,1137,2,1
0.0,25.237499999999997,0,1361,0,0
0.0,25.4375,0,1398,0,0
62.0,24.9075,0,649,1,1
0.0,25.455,0,1207,0,0
39.75,25.4075,0,771,0,0
17.5,25.5975,0,972,0,0
0.0,25.3925,0,26,0,0
68.25,25.94,1,928,1,1
16.0,25.049999999999997,0,504,0,0
83.5,26.015,0,1049,2,1
15.5,25.002499999999998,0,504,0,0
0.0,25.1875,0,257,0,0
80.0,26.1575,1,1165,2,1
0.0,24.967499999999998,0,403,0,0
41.75,26.015,0,897,0,0
0.0,25.409999999999997,0,1400,0,0
3.75,24.952499999999997,0,443,0,0
69.5,25.502499999999998,1,749,1,1
20.75,25.044999999999998,0,575,0,0
144.25,26.314999999999998,1,1110,3,0
21.5,25.049999999999997,0,589,0,0
64.5,25.9375,1,940,1,1
81.75,26.2675,0,1123,2,1
0.0,26.142500000000002,0,1193,0,0
28.5,25.5325,1,927,3,1
0.0,25.3475,0,126,0,0
66.75,25.1725,0,681,1,1
27.0,25.75,0,941,3,1
32.5,25.2525,0,673,0,0
0.0,25.5475,0,1328,0,0
89.0,25.955,0,1001,2,1
58.75,25.9375,0,961,1,1
0.0,25.095,0,141,0,0
69.0,25.4375,0,733,1,1
7.0,24.9675,0,460,0,0
8.5,24.9675,0,466,0,0
0.0,25.002499999999998,0,367,0,0
37.0,25.5975,0,908,0,0
0.0,25.564999999999998,0,1071,0,0
0.0,25.3625,0,73,0,0
0.0,25.1875,0,275,0,0
0.0,25.3775,0,10,0,0
58.75,24.9675,1,654,1,1
57.0,26.0925,0,930,1,1
78.75,26.2025,1,1133,2,1
85.0,26.0,1,1018,2,1
20.5,25.845,1,956,3,1
71.0,25.452499999999997,0,741,1,1
0.0,25.455,0,1302,0,0
19.25,25.83,1,969,3,1
18.25,25.8275,0,978,3,1
0.0,25.424999999999997,0,1367,0,0
12.25,25.5975,0,994,0,0
57.75,26.125,0,936,1,1
124.25,25.58,1,770,2,0
16.25,25.0325,0,542,0,0
0.0,25.155,0,28,0,0
13.25,25.8575,1,996,3,1
52.75,26.14,0,957,1,1
79.5,26.1875,0,1149,2,1
0.0,25.279999999999998,0,166,0,0
25.0,25.7825,1,949,3,1
79.75,26.1725,1,1145,2,1
47.0,26.1875,0,976,1,1
16.25,25.0325,0,540,0,0
81.75,26.235,0,1127,2,1
0.0,25.83,0,1245,0,0
0.0,25.517500000000002,0,1092,0,0
0.0,25.3925,0,1427,0,0
95.25,25.97,1,1070,2,1
68.0,25.47,1,733,1,1
83.5,26.0025,1,1045,2,1
0.0,25.064999999999998,0,407,0,0
71.5,25.4225,0,725,1,1
14.75,25.9075,1,1000,3,1
80.0,26.1575,1,1172,2,1
79.75,26.1875,1,1147,2,1
95.5,25.955,1,1072,2,1
13.75,25.9075,1,1002,3,1
0.0,25.235,0,182,0,0
0.0,25.1125,0,389,0,0
0.0,25.235,0,173,0,0
0.0,25.25,0,210,0,0
0.0,25.155,0,20,0,0
0.0,25.3325,0,114,0,0
0.0,25.142500000000002,0,248,0,0
0.0,25.517500000000002,0,1154,0,0
0.0,25.595,0,1142,0,0
0.0,25.157500000000002,0,248,0,0
0.0,25.2025,0,193,0,0
0.0,25.424999999999997,0,1418,0,0
20.25,25.845,1,957,3,1
70.25,25.94,0,927,1,1
0.0,25.235,0,217,0,0
80.5,26.142500000000002,1,1188,2,1
0.0,25.4375,0,1373,0,0
83.5,26.0325,0,1047,2,1
0.0,25.095,0,306,0,0
65.75,25.1425,0,678,1,1
60.0,25.92,0,955,1,1
0.0,25.3925,0,13,0,0
14.25,25.845,0,982,3,1
143.75,26.2825,1,1104,3,0
28.25,25.5175,1,926,3,1
7.0,25.6125,0,1011,0,0
52.25,26.155,0,958,1,1
0.0,25.5,0,1366,0,0
67.25,25.4075,0,720,1,1
71.0,25.47,1,740,1,1
95.5,25.97,0,1066,2,1
19.25,25.8125,1,962,3,1
27.0,25.564999999999998,1,928,3,1
139.25,26.0625,1,825,2,0
56.75,26.125,1,944,1,1
0.0,25.22,0,195,0,0
136.75,26.2325,0,837,2,0
0.0,25.375,0,1264,0,0
84.75,26.002499999999998,0,1037,2,1
53.75,25.9225,0,975,1,1
33.0,25.2525,0,675,0,0
65.0,25.080000000000002,0,669,1,1
79.25,26.22,0,1136,2,1
67.0,25.94,0,933,1,1
55.5,25.905,1,972,1,1
0.0,25.252499999999998,0,1380,0,0
24.25,25.86,1,952,3,1
18.0,25.6275,0,971,0,0
0.0,25.080000000000002,0,179,0,0
0.0,25.3125,0,96,0,0
31.0,26.125,0,906,0,0
0.0,25.3475,0,31,0,0
0.0,26.0475,0,1200,0,0
29.5,26.107499999999998,0,909,0,0
51.5,26.14,1,962,1,1
53.0,26.155,0,956,1,1
41.5,25.4225,0,779,0,0
0.0,25.345,0,1280,0,0
67.25,25.36,1,715,1,1
144.5,26.189999999999998,0,1093,3,0
65.0,25.065,1,663,1,1
0.0,25.47,0,1258,0,0
0.0,25.517500000000002,0,1151,0,0
0.0,25.25,0,183,0,0
13.25,25.845,1,989,3,1
54.5,25.92,0,973,1,1
0.0,25.080000000000002,0,166,0,0
0.0,25.6125,0,1146,0,0
0.0,25.53,0,1338,0,0
0.0,25.424999999999997,0,1231,0,0
18.0,25.86,1,972,3,1
54.5,26.1725,1,952,1,1
14.0,25.845,1,993,3,1
0.0,25.439999999999998,0,1304,0,0
95.75,26.0,1,1070,2,1
90.0,25.97,1,1003,2,1
80.0,26.1725,1,1155,2,1
84.25,26.049999999999997,1,1040,2,1
87.75,25.97,0,1007,2,1
80.0,26.1725,0,1145,2,1
0.0,25.6575,0,1289,0,0
0.0,25.064999999999998,0,404,0,0
0.0,25.3125,0,157,0,0
0.0,25.55,0,1329,0,0
35.0,25.282500000000002,0,701,0,0
47.5,26.08,0,887,0,0
14.25,25.86,0,983,3,1
48.0,26.127499999999998,0,879,0,0
13.5,24.9675,0,490,0,0
64.75,25.939999999999998,0,942,1,1
19.0,25.5975,0,964,0,0
43.75,26.17,0,992,1,1
143.75,26.33,1,1113,3,0
0.0,25.439999999999998,0,1308,0,0
19.5,25.845,0,960,3,1
13.0,25.845,1,990,3,1
1.25,24.967499999999998,0,427,0,0
0.0,25.235,0,242,0,0
0.0,25.4375,0,1385,0,0
17.0,25.015,0,537,0,0
20.0,25.83,1,957,3,1
33.25,25.5975,0,918,0,0
0.0,25.36,0,1388,0,0
26.75,25.735,1,940,3,1
133.0,26.1425,1,737,2,0
79.75,26.1875,0,1146,2,1
79.0,26.2025,0,1138,2,1
57.25,26.11,0,933,1,1
85.0,26.0,1,1023,2,1
66.5,25.9075,1,925,1,1
16.75,25.0,0,543,0,0
56.25,26.0925,0,928,1,1
72.0,25.485,1,745,1,1
53.75,25.92,0,977,1,1
94.75,25.985,1,1075,2,1
0.0,25.1125,0,390,0,0
31.25,25.2525,0,684,0,0
15.75,24.9525,0,515,0,0
0.0,25.3625,0,107,0,0
88.75,25.97,1,1007,2,1
67.25,25.1875,1,680,1,1
46.25,25.5325,0,843,0,0
24.5,25.814999999999998,1,951,3,1
15.0,25.5975,0,979,0,0
0.0,25.3125,0,141,0,0
82.75,26.0,1,1030,2,1
0.0,25.235,0,206,0,0
64.75,25.0975,0,668,1,1
0.0,25.22,0,296,0,0
83.75,26.017500000000002,1,1042,2,1
0.0,25.0975,0,315,0,0
0.0,25.11,0,359,0,0
11.5,25.875,1,1005,3,1
0.0,25.25,0,255,0,0
79.5,26.205,1,1149,2,1
50.25,25.9375,1,985,1,1
19.0,25.845,1,975,3,1
57.25,26.11,1,934,1,1
18.25,25.0325,0,550,0,0
83.25,26.015,0,1049,2,1
80.0,26.1875,1,1160,2,1
0.0,25.2975,0,162,0,0
0.0,25.314999999999998,0,147,0,0
80.0,26.1875,1,1143,2,1
0.0,25.279999999999998,0,224,0,0
0.0,25.05,0,299,0,0
68.5,25.55,0,753,1,1
0.0,25.2025,0,332,0,0
28.75,25.549999999999997,1,927,3,1
0.0,26.2675,0,1190,0,0
87.25,25.97,1,1018,2,1
65.5,25.9375,0,945,1,1
73.5,25.55,0,756,1,1
0.0,25.36,0,1432,0,0
14.25,25.9075,1,1001,3,1
88.25,25.9525,1,1012,2,1
36.75,25.5975,0,908,0,0
67.0,25.94,0,932,1,1
26.25,25.705,0,939,3,1
17.0,24.9675,0,546,0,0
0.0,25.1725,0,336,0,0
79.75,26.205,0,1157,2,1
53.0,26.14,0,955,1,1
38.75,26.2175,0,861,0,0
0.0,25.4225,0,1321,0,0
64.75,24.982499999999998,1,655,1,1
71.5,25.485,0,745,1,1
82.5,26.015,1,1033,2,1
15.5,25.5975,0,976,0,0
0.0,25.125,0,63,0,0
0.0,25.1725,0,224,0,0
40.75,25.4075,0,767,0,0
0.0,25.1425,0,308,0,0
81.75,26.237499999999997,1,1124,2,1
14.5,25.5975,0,981,0,0
138.25,26.752499999999998,1,1169,3,0
81.5,26.22,0,1123,2,1
27.0,25.735,0,940,3,1
12.5,25.0625,0,481,0,0
55.75,25.92,0,968,1,1
18.75,25.7975,1,963,3,1
17.25,25.015,0,547,0,0
85.0,26.0,1,1019,2,1
66.75,25.36,0,714,1,1
27.0,25.174999999999997,0,634,0,0
95.0,26.0,1,1074,2,1
50.5,26.155,0,964,1,1
30.25,25.2525,0,670,0,0
95.75,26.0,0,1062,2,1
80.0,26.1875,1,1164,2,1
0.0,25.035,0,318,0,0
79.75,26.1875,1,1161,2,1
6.25,24.967499999999998,0,454,0,0
38.0,25.5975,0,906,0,0
0.0,25.3925,0,1405,0,0
40.5,25.5975,0,898,0,0
49.75,26.1725,0,967,1,1
65.25,25.05,0,660,1,1
71.0,25.4225,0,725,1,1
10.25,24.935,0,473,0,0
0.0,25.0475,0,406,0,0
0.0,25.125,0,90,0,0
69.0,25.3925,1,716,1,1
72.25,25.565,0,763,1,1
56.75,26.11,0,943,1,1
91.0,25.955,1,998,2,1
18.25,25.845,1,971,3,1
0.0,25.4375,0,1398,0,0
44.5,26.03,0,894,0,0
95.75,25.9875,1,1060,2,1
14.0,25.86,1,995,3,1
66.5,25.9575,0,934,1,1
96.5,25.9875,1,1058,2,1
0.0,25.0975,0,396,0,0
0.0,25.5475,0,1076,0,0
144.0,25.97,1,1034,2,0
0.0,25.3475,0,71,0,0
81.5,26.205,0,1127,2,1
0.0,25.4375,0,1409,0,0
7.5,25.8925,1,1015,3,1
0.0,25.705,0,1278,0,0
57.0,25.92,1,965,1,1
0.0,25.095,0,119,0,0
0.0,25.25,0,189,0,0
16.0,25.002499999999998,0,509,0,0
80.0,26.1425,0,1175,2,1
92.5,26.064999999999998,1,1000,2,1
0.0,25.4225,0,1408,0,0
80.25,26.2025,1,1131,2,1
0.0,25.2675,0,1357,0,0
0.0,25.294999999999998,0,156,0,0
0.0,25.345,0,1421,0,0
0.0,25.064999999999998,0,302,0,0
54.25,26.125,0,950,1,1
45.25,26.17,0,987,1,1
0.0,25.875,0,1230,0,0
0.0,25.4075,0,1332,0,0
80.25,26.1275,0,1181,2,1
50.75,26.14,1,963,1,1
85.75,26.02,0,1027,2,1
29.0,25.235,0,656,0,0
0.0,25.4875,0,1194,0,0
0.0,25.14,0,79,0,0
3.5,25.58,0,1028,0,0
80.0,26.1275,0,1175,2,1
65.0,25.9225,1,946,1,1
40.75,25.4375,0,787,0,0
80.0,26.205,0,1150,2,1
0.5,24.985,0,417,0,0
0.0,25.5325,0,1082,0,0
28.25,25.597499999999997,0,929,3,1
64.5,25.9375,0,947,1,1
84.25,26.0,1,1039,2,1
24.5,25.1725,0,617,0,0
85.25,26.0,0,1028,2,1
69.5,25.4375,0,731,1,1
83.5,25.985,1,1025,2,1
84.75,26.0,1,1038,2,1
14.0,25.845,0,984,3,1
28.0,25.5175,1,925,3,1
25.5,25.7975,1,948,3,1
