Temperature,Humidity,Minute_Of_Day,LED_Energy_Wh,LED_On
22.79,43.1633333333333,0,0,0
22.76,43.2,10,0,0
22.7,43.2,20,0,0
22.7,43.29,30,0,0
22.7,43.29,40,0,0
22.6666666666667,43.29,50,0,0
22.533333333333296,43.29,60,0,0
22.5,43.3266666666667,70,0,0
22.4266666666667,43.3266666666667,80,0,0
22.39,43.29,90,0,0
22.39,43.363333333333294,100,0,0
22.34,43.4,110,0,0
22.29,43.433333333333294,120,0,0
22.29,43.5,130,0,0
22.2,43.433333333333294,140,0,0
22.1333333333333,43.5,150,0,0
22.1,43.59,160,0,0
22.1,43.59,170,0,0
22.066666666666695,43.6633333333333,180,0,0
22.0,43.6633333333333,190,0,0
22.0,43.73,200,0,0
21.9266666666667,43.863333333333294,210,0,0
21.89,43.933333333333294,220,0,0
21.89,44.0,230,0,0
21.79,44.03,240,0,0
21.79,44.1633333333333,250,0,0
21.79,44.23,260,0,0
21.79,44.29,270,0,0
21.7,44.433333333333294,280,0,0
21.7,44.5,290,0,0
21.7,44.59,300,0,0
21.675,44.59,310,0,0
21.6,44.6633333333333,320,0,0
21.6,44.73,330,0,0
21.6,44.79,340,0,0
21.6,44.9,350,0,0
21.6,44.9,360,0,0
21.5,45.0,370,0,0
21.5,45.0,380,0,0
21.5,45.03,390,0,0
21.5,45.09,400,0,0
21.4266666666667,45.03,410,0,0
21.4266666666667,45.03,420,0,0
21.39,45.0,430,0,0
21.39,45.0,440,0,0
21.39,45.09,450,0,0
21.323333333333295,45.09,460,0,0
21.29,45.1266666666667,470,0,0
21.29,45.2,480,0,0
21.29,45.2,490,0,0
21.29,45.2,500,0,0
21.29,45.245,510,0,0
21.26,45.8,520,0,0
21.26,45.86,530,10,1
21.29,45.59,540,0,0
21.29,45.463333333333296,550,0,0
21.29,45.4,560,10,1
21.29,45.5266666666667,570,0,0
21.29,45.59,580,0,0
21.29,48.463333333333296,590,0,0
21.39,48.3666666666667,600,0,0
21.323333333333295,47.16666666666671,610,10,1
21.29,46.33333333333329,620,0,0
21.29,46.0666666666667,630,0,0
21.29,45.83333333333329,640,0,0
21.29,45.6266666666667,650,0,0
21.23,45.363333333333294,660,0,0
21.23,45.1566666666667,670,0,0
21.2,45.33333333333329,680,10,1
21.2,45.33333333333329,690,0,0
21.2,45.145,700,0,0
21.2,44.93,710,0,0
21.2,44.6566666666667,720,0,0
21.2,44.5266666666667,730,0,0
21.2,44.5266666666667,740,0,0
21.2,44.56,750,0,0
21.1333333333333,44.5,760,0,0
21.1666666666667,44.4666666666667,770,0,0
21.1,44.3266666666667,780,0,0
21.2,44.0633333333333,790,0,0
21.2,43.73,800,0,0
21.2,43.7666666666667,810,0,0
21.2,43.9,820,0,0
21.1666666666667,44.03,830,0,0
21.1666666666667,44.9566666666667,840,10,1
21.2,45.29,850,0,0
21.2,45.43,860,0,0
21.2,45.06,870,0,0
21.2,44.933333333333294,880,0,0
21.2,44.9666666666667,890,10,1
21.125,45.0475,900,10,1
21.1666666666667,45.8966666666667,910,0,0
21.23,46.0266666666667,920,0,0
21.29,45.9,930,10,1
21.29,45.6633333333333,940,0,0
21.29,45.463333333333296,950,0,0
21.3566666666667,45.0266666666667,960,0,0
21.29,44.9,970,0,0
21.3566666666667,44.863333333333294,980,0,0
21.29,44.2566666666667,990,10,1
21.29,43.6633333333333,1000,0,0
21.29,43.53,1010,10,1
21.29,43.363333333333294,1020,20,1
21.29,43.29,1030,10,1
21.26,43.2966666666667,1040,20,1
21.2,43.1633333333333,1050,10,1
21.2,43.5933333333333,1060,10,1
21.2,45.0,1070,10,1
21.2,44.93,1080,10,1
21.2,44.59666666666671,1090,10,1
21.29,44.145,1100,10,1
21.39,43.6633333333333,1110,10,1
21.463333333333296,43.53,1120,10,1
21.6,43.5,1130,10,1
21.6,43.7666666666667,1140,0,0
21.73,44.0,1150,10,1
21.93,44.2,1160,10,1
22.1,44.0266666666667,1170,0,0
22.1,43.9,1180,0,0
22.1,43.4666666666667,1190,0,0
22.1666666666667,43.2666666666667,1200,10,1
22.23,42.9666666666667,1210,20,1
22.29,42.7666666666667,1220,30,1
22.29,42.56,1230,20,1
22.3566666666667,42.5,1240,20,1
22.39,42.4666666666667,1250,30,1
22.39,42.3266666666667,1260,20,1
22.39,42.1633333333333,1270,20,1
22.39,42.03,1280,20,1
22.39,41.9,1290,20,1
22.39,41.925,1300,30,1
22.39,42.0,1310,20,1
22.29,42.09,1320,20,1
22.29,42.09,1330,20,1
22.29,42.0,1340,30,1
22.29,42.0,1350,20,1
22.29,41.9,1360,20,1
22.23,41.8266666666667,1370,30,1
22.2,41.79,1380,20,1
22.2,41.79,1390,20,1
22.2,41.79,1400,20,1
22.1333333333333,41.79,1410,30,1
22.1,41.79,1420,20,1
22.1,41.863333333333294,1430,20,1
22.066666666666695,41.863333333333294,0,20,1
22.0,41.79,10,10,1
22.0,42.1266666666667,20,0,0
21.9266666666667,42.26,30,0,0
21.963333333333296,42.29,40,0,0
21.89,42.29,50,0,0
21.84,42.245,60,0,0
21.79,42.2,70,0,0
21.79,42.2,80,0,0
21.79,42.23,90,0,0
21.73,42.29,100,0,0
21.7,42.3266666666667,110,0,0
21.7,42.4,120,0,0
21.6666666666667,42.4,130,0,0
21.6,42.4,140,0,0
21.6,42.433333333333294,150,0,0
21.6,42.5,160,0,0
21.566666666666695,42.59,170,0,0
21.5,42.6633333333333,180,0,0
21.5,42.73,190,0,0
21.4266666666667,42.73,200,0,0
21.39,42.79,210,0,0
21.39,42.863333333333294,220,0,0
21.3566666666667,42.933333333333294,230,0,0
21.29,43.0,240,0,0
21.29,43.145,250,0,0
21.29,43.3266666666667,260,0,0
21.23,43.3266666666667,270,0,0
21.2,43.463333333333296,280,0,0
21.2,43.59,290,0,0
21.1666666666667,43.7,300,0,0
21.1666666666667,43.7,310,0,0
21.2,43.79,320,0,0
21.2,43.79,330,0,0
21.1,43.9,340,0,0
21.1,43.9,350,0,0
21.1,43.933333333333294,360,0,0
21.1,44.0,370,0,0
21.1,44.03,380,0,0
21.033333333333296,44.03,390,0,0
21.0,44.03,400,0,0
21.0,44.09,410,0,0
21.0,44.09,420,0,0
21.0,44.1633333333333,430,0,0
21.0,44.2,440,0,0
20.9175,44.2,450,0,0
20.89,44.26,460,0,0
20.89,44.29,470,20,1
20.89,44.363333333333294,480,10,1
20.89,44.7266666666667,490,0,0
20.89,45.06,500,0,0
20.89,45.09666666666671,510,0,0
20.963333333333296,45.09666666666671,520,20,1
21.0,45.223333333333294,530,20,1
21.0,45.03,540,20,1
20.963333333333296,44.9666666666667,550,30,1
20.89,44.9,560,20,1
20.89,44.9566666666667,570,20,1
20.89,45.49,580,30,1
20.89,45.363333333333294,590,20,1
20.89,45.23,600,20,1
20.89,45.06,610,30,1
20.89,44.86,620,0,0
20.89,44.79,630,0,0
20.89,44.73,640,0,0
20.89,44.545,650,0,0
20.79,44.26,660,20,1
20.79,44.1266666666667,670,20,1
20.79,44.09,680,0,0
20.79,44.09,690,0,0
20.89,44.4266666666667,700,0,0
20.89,44.76,710,0,0
20.963333333333296,44.8266666666667,720,0,0
20.963333333333296,44.9,730,0,0
21.0,45.3266666666667,740,0,0
21.0,45.4,750,10,1
21.1,45.6266666666667,760,0,0
21.1,45.293333333333294,770,0,0
21.1333333333333,44.93,780,0,0
21.1333333333333,44.79,790,0,0
21.1,44.56,800,0,0
21.1,44.69333333333329,810,20,1
21.1,44.83333333333329,820,20,1
21.1666666666667,44.9,830,30,1
21.2,45.045,840,20,1
21.2,45.03,850,20,1
21.2,44.7566666666667,860,30,1
21.23,44.6266666666667,870,20,1
21.29,44.5666666666667,880,20,1
21.29,44.223333333333294,890,20,1
21.29,44.4233333333333,900,30,1
21.29,44.2666666666667,910,20,1
21.29,44.1333333333333,920,20,1
21.29,44.0633333333333,930,30,1
21.29,43.73,940,20,1
21.323333333333295,43.6633333333333,950,20,1
21.39,43.463333333333296,960,20,1
21.39,43.1333333333333,970,30,1
21.39,43.33333333333329,980,20,1
21.5,43.1333333333333,990,20,1
21.5,42.86,1000,20,1
21.6,42.6633333333333,1010,0,0
21.6666666666667,42.59,1020,0,0
21.79,42.363333333333294,1030,10,1
21.8925,42.24,1040,0,0
22.066666666666695,42.83,1050,0,0
22.23,43.463333333333296,1060,0,0
22.3566666666667,43.53,1070,0,0
22.533333333333296,43.59,1080,0,0
22.6666666666667,43.59,1090,10,1
22.9266666666667,43.6233333333333,1100,20,1
23.066666666666695,43.29,1110,20,1
23.23,49.7666666666667,1120,20,1
23.3566666666667,53.4933333333333,1130,30,1
23.5,49.7966666666667,1140,10,1
23.566666666666695,48.13,1150,10,1
23.7,48.13,1160,10,1
23.7,47.13,1170,0,0
23.79,46.3266666666667,1180,10,1
23.79,44.933333333333294,1190,0,0
23.8566666666667,44.033333333333296,1200,10,1
23.79,43.3666666666667,1210,30,1
23.79,42.6233333333333,1220,20,1
23.79,42.03,1230,20,1
23.79,41.645,1240,30,1
23.79,41.59,1250,20,1
23.79,41.59,1260,20,1
23.79,41.6266666666667,1270,20,1
23.79,41.6266666666667,1280,30,1
23.73,41.4666666666667,1290,30,1
23.73,41.3266666666667,1300,30,1
23.7,41.1633333333333,1310,20,1
23.7,41.03,1320,0,0
23.6,40.86,1330,30,1
23.6,41.06,1340,20,1
23.5,41.3266666666667,1350,20,1
23.5,41.5266666666667,1360,20,1
23.39,41.69333333333329,1370,20,1
23.39,42.0266666666667,1380,20,1
23.29,42.2,1390,30,1
23.29,42.26,1400,20,1
23.2,42.23,1410,20,1
23.1333333333333,42.29,1420,20,1
23.1,42.4,1430,0,0
23.025,42.475,0,0,0
23.0,42.7,10,0,0
22.89,42.6633333333333,20,0,0
22.823333333333295,42.59,30,0,0
22.79,42.5,40,0,0
22.79,42.5,50,0,0
22.7,42.5,60,0,0
22.7,42.433333333333294,70,0,0
22.6,42.29,80,0,0
22.6,42.29,90,0,0
22.566666666666695,42.29,100,0,0
22.5,42.29,110,0,0
22.5,42.29,120,0,0
22.4266666666667,42.23,130,0,0
22.39,42.23,140,0,0
22.323333333333295,42.29,150,0,0
22.29,42.29,160,0,0
22.29,42.363333333333294,170,0,0
22.2,42.29,180,0,0
22.1333333333333,42.29,190,0,0
22.1,42.29,200,0,0
22.1,42.4,210,0,0
22.033333333333296,42.3266666666667,220,0,0
22.0,42.3266666666667,230,0,0
22.0,42.4,240,0,0
21.89,42.4,250,0,0
21.89,42.4,260,0,0
21.8566666666667,42.4666666666667,270,0,0
21.79,42.4,280,0,0
21.79,42.5,290,0,0
21.79,42.5,300,0,0
21.76,42.53,310,0,0
21.7,42.59,320,0,0
21.7,42.59,330,0,0
21.7,42.59,340,0,0
21.6,42.5,350,0,0
21.6,42.5,360,0,0
21.6,42.5,370,0,0
21.6,42.56,380,0,0
21.6,42.59,390,0,0
21.525,42.59,400,0,0
21.5,42.59,410,0,0
21.5,42.7,420,0,0
21.5,42.7,430,0,0
21.39,42.59,440,30,1
21.39,42.59,450,20,1
21.39,42.79,460,10,1
21.39,42.79,470,0,0
21.39,42.963333333333296,480,0,0
21.39,43.2966666666667,490,0,0
21.39,43.363333333333294,500,0,0
21.39,43.29,510,0,0
21.39,43.4,520,0,0
21.39,43.4666666666667,530,0,0
21.39,43.5666666666667,540,0,0
21.39,43.96,550,0,0
21.39,43.76,560,0,0
21.39,43.6266666666667,570,0,0
21.39,43.56,580,0,0
21.39,43.5,590,0,0
21.29,43.45,600,0,0
21.29,43.26,610,10,1
21.29,43.1266666666667,620,0,0
21.29,42.9666666666667,630,0,0
21.29,43.0266666666667,640,0,0
21.29,43.23,650,0,0
21.29,43.23,660,0,0
21.29,43.223333333333294,670,0,0
21.29,43.03,680,0,0
21.29,42.9666666666667,690,0,0
21.29,42.9,700,10,1
21.29,42.7,710,0,0
21.29,42.76,720,0,0
21.29,44.2666666666667,730,0,0
21.43,44.86,740,0,0
21.5,44.223333333333294,750,0,0
21.5,44.03,760,0,0
21.6,43.83333333333329,770,0,0
21.6666666666667,43.7,780,0,0
21.79,43.545,790,0,0
21.823333333333295,44.5,800,0,0
21.89,46.0933333333333,810,0,0
21.89,45.0633333333333,820,0,0
21.89,44.59666666666671,830,0,0
21.89,44.1333333333333,840,0,0
21.89,43.86,850,0,0
21.89,43.6333333333333,860,0,0
21.823333333333295,43.36,870,0,0
21.823333333333295,43.23,880,0,0
21.89,43.23,890,0,0
21.9266666666667,43.0266666666667,900,0,0
22.0,42.7666666666667,910,0,0
22.1,43.7266666666667,920,0,0
22.1666666666667,42.86,930,0,0
22.23,45.293333333333294,940,0,0
22.29,47.4266666666667,950,0,0
22.39,48.363333333333294,960,0,0
22.39,46.23,970,0,0
22.39,44.6966666666667,980,0,0
22.39,43.92,990,0,0
22.39,43.463333333333296,1000,0,0
22.3566666666667,43.1333333333333,1010,0,0
22.29,42.8,1020,0,0
22.29,42.43,1030,0,0
22.29,42.09666666666671,1040,0,0
22.29,41.863333333333294,1050,10,1
22.3566666666667,41.6566666666667,1060,30,1
22.39,41.5,1070,20,1
22.39,41.433333333333294,1080,20,1
22.39,41.29,1090,20,1
22.39,41.23,1100,20,1
22.39,41.2,1110,20,1
22.39,41.4,1120,20,1
22.39,41.7,1130,10,1
22.463333333333296,43.16666666666671,1140,10,1
22.533333333333296,45.0266666666667,1150,10,1
22.6,50.433333333333294,1160,10,1
22.73,57.4233333333333,1170,10,1
22.79,56.09,1180,10,1
22.89,53.545,1190,20,1
23.0,51.2566666666667,1200,20,1
23.0,49.863333333333294,1210,10,1
23.0,48.6,1220,20,1
23.0,47.66666666666671,1230,10,1
23.0,46.4,1240,10,1
23.0,45.793333333333294,1250,10,1
23.0,45.1,1260,10,1
23.0,44.69333333333329,1270,10,1
23.0,44.363333333333294,1280,20,1
23.0,44.03,1290,10,1
22.9266666666667,43.6633333333333,1300,0,0
22.9266666666667,43.33,1310,0,0
22.89,42.93,1320,0,0
22.89,42.73,1330,0,0
22.823333333333295,42.4,1340,0,0
22.823333333333295,42.2666666666667,1350,10,1
22.79,42.09,1360,10,1
22.79,42.09,1370,0,0
22.7,42.53,1380,0,0
22.7,42.97,1390,0,0
22.6333333333333,43.03,1400,0,0
22.6,42.863333333333294,1410,0,0
22.6,42.79,1420,0,0
22.5,42.863333333333294,1430,0,0
22.5,42.73,0,0,0
22.39,42.56,10,0,0
22.39,42.5,20,0,0
22.3566666666667,42.4,30,10,1
22.29,42.33333333333329,40,0,0
22.29,42.4,50,0,0
22.23,42.2666666666667,60,0,0
22.2,42.1633333333333,70,0,0
22.1333333333333,42.09,80,0,0
22.1,42.0,90,0,0
22.1,42.0,100,0,0
22.0,41.9,110,0,0
22.0,41.9,120,0,0
21.963333333333296,41.9,130,0,0
21.89,41.8266666666667,140,0,0
21.84,41.845,150,0,0
21.79,41.79,160,0,0
21.79,41.79,170,0,0
21.76,41.79,180,0,0
21.7,41.73,190,0,0
21.7,41.7,200,0,0
21.6333333333333,41.6266666666667,210,0,0
21.6,41.59,220,0,0
21.6,41.59,230,0,0
21.5,41.7,240,0,0
21.5,41.7,250,0,0
21.463333333333296,41.56,260,0,0
21.39,41.56,270,0,0
21.39,41.59,280,0,0
21.39,41.59,290,0,0
21.29,41.7,300,0,0
21.29,41.7,310,0,0
21.29,41.7,320,0,0
21.23,41.6266666666667,330,0,0
21.2,41.7,340,0,0
21.175,41.7,350,0,0
21.1666666666667,41.7,360,0,0
21.1,41.7,370,0,0
21.1,41.7,380,0,0
21.066666666666695,41.6633333333333,390,0,0
21.0,41.59,400,0,0
21.0,41.59,410,0,0
21.0,41.59,420,0,0
21.0,41.6566666666667,430,0,0
21.0,41.73,440,0,0
21.0,41.7,450,0,0
21.0,41.76,460,0,0
20.963333333333296,41.9,470,0,0
20.963333333333296,41.9666666666667,480,0,0
21.0,42.1266666666667,490,0,0
20.9266666666667,42.2,500,0,0
20.89,42.3,510,20,1
20.89,42.36,520,20,1
20.89,42.4666666666667,530,30,1
20.89,42.4666666666667,540,20,1
20.89,42.545,550,0,0
20.89,42.4666666666667,560,0,0
20.89,43.86,570,10,1
20.89,43.863333333333294,580,0,0
20.89,43.463333333333296,590,0,0
20.89,43.1333333333333,600,0,0
20.89,42.933333333333294,610,0,0
20.89,42.76,620,0,0
20.89,42.6266666666667,630,0,0
20.79,42.363333333333294,640,0,0
20.79,42.23,650,10,1
20.79,42.23,660,0,0
20.79,42.363333333333294,670,0,0
20.79,42.6333333333333,680,10,1
20.79,42.5,690,10,1
20.79,42.53,700,0,0
20.79,42.863333333333294,710,0,0
20.7,42.8266666666667,720,0,0
20.76,42.9666666666667,730,0,0
20.7,42.895,740,0,0
20.7,42.59,750,10,1
20.7,42.1966666666667,760,0,0
20.6666666666667,41.0633333333333,770,0,0
20.6,40.99,780,0,0
20.6,41.09,790,0,0
20.6,41.09,800,0,0
20.6,41.1633333333333,810,0,0
20.6,41.1633333333333,820,0,0
20.6,41.23,830,0,0
20.533333333333296,41.29,840,10,1
20.5,41.9266666666667,850,0,0
20.566666666666695,42.26,860,0,0
20.6,42.4,870,0,0
20.6,42.4,880,0,0
20.6,42.363333333333294,890,0,0
20.6,42.363333333333294,900,0,0
20.6,42.433333333333294,910,0,0
20.6,42.5,920,0,0
20.6,42.5,930,0,0
20.6,42.5675,940,10,1
20.6,42.53,950,0,0
20.6,42.4666666666667,960,0,0
20.6,42.4666666666667,970,0,0
20.6,42.5,980,0,0
20.6,42.433333333333294,990,0,0
20.6,42.29,1000,0,0
20.6,42.23,1010,0,0
20.5,42.26,1020,0,0
20.5,42.2,1030,0,0
20.5,42.09,1040,0,0
20.5,42.03,1050,0,0
20.5,42.09,1060,0,0
20.5,42.1633333333333,1070,0,0
20.5,42.3666666666667,1080,30,1
20.5,42.7,1090,20,1
20.5,42.79,1100,20,1
20.5,42.79,1110,20,1
20.533333333333296,44.5666666666667,1120,20,1
20.6,49.12,1130,10,1
20.6666666666667,52.7333333333333,1140,0,0
20.79,51.19333333333329,1150,20,1
20.79,49.86,1160,20,1
20.89,48.323333333333295,1170,20,1
20.963333333333296,47.26333333333329,1180,10,1
21.0,45.9966666666667,1190,20,1
21.0,45.2566666666667,1200,10,1
21.033333333333296,44.5266666666667,1210,20,1
21.1,44.2666666666667,1220,10,1
21.1333333333333,44.0266666666667,1230,10,1
21.2,43.8266666666667,1240,10,1
21.2,43.6633333333333,1250,0,0
21.26,43.59,1260,0,0
21.29,43.6266666666667,1270,0,0
21.3566666666667,43.7,1280,0,0
21.39,43.4666666666667,1290,0,0
21.39,43.3266666666667,1300,20,1
21.39,43.1633333333333,1310,20,1
21.39,43.09,1320,20,1
21.39,43.045,1330,20,1
21.39,43.09,1340,30,1
21.39,43.09,1350,20,1
21.39,43.2,1360,20,1
21.39,43.26,1370,30,1
21.29,43.29,1380,20,1
21.29,43.29,1390,20,1
21.29,43.3266666666667,1400,30,1
21.29,43.4,1410,20,1
21.26,43.4,1420,20,1
21.2,43.4,1430,20,1
21.2,43.4,0,30,1
21.1333333333333,43.4666666666667,10,20,1
21.1666666666667,43.4,20,20,1
21.1,43.3266666666667,30,0,0
21.066666666666695,43.363333333333294,40,0,0
21.0,43.363333333333294,50,0,0
21.0,43.433333333333294,60,0,0
21.0,43.56,70,0,0
20.89,43.7,80,0,0
20.89,43.7225,90,0,0
20.89,43.863333333333294,100,0,0
20.79,43.7,110,0,0
20.79,43.7,120,0,0
20.79,43.59,130,0,0
20.79,43.53,140,0,0
20.7,43.5,150,0,0
20.7,43.5,160,0,0
20.7,43.4,170,0,0
20.7,43.4,180,0,0
20.6,43.29,190,0,0
20.6,43.29,200,0,0
20.6,43.29,210,0,0
20.533333333333296,43.29,220,0,0
20.5,43.26,230,0,0
20.5,43.2,240,0,0
20.5,43.2,250,0,0
20.4266666666667,43.1266666666667,260,0,0
20.39,43.0,270,0,0
20.39,43.0,280,0,0
20.39,43.0,290,0,0
20.29,42.9,300,0,0
20.29,42.9,310,0,0
20.29,42.9,320,0,0
20.23,42.8266666666667,330,0,0
20.2,42.7,340,0,0
20.2,42.7,350,0,0
20.2,42.7,360,0,0
20.1333333333333,42.7,370,0,0
20.1,42.7,380,0,0
20.1,42.7,390,0,0
20.033333333333296,42.53,400,0,0
20.1,42.59,410,0,0
20.0,42.4666666666667,420,0,0
20.0,42.4,430,0,0
20.0,42.4,440,10,1
20.0,42.4,450,10,1
19.963333333333296,42.26,460,0,0
19.963333333333296,42.1266666666667,470,0,0
19.89,42.09,480,0,0
19.89,42.1266666666667,490,0,0
19.89,42.4,500,0,0
19.89,42.7,510,0,0
19.89,42.96,520,0,0
19.89,43.06,530,0,0
19.89,43.0,540,0,0
19.89,43.0,550,0,0
19.89,43.0,560,10,1
20.0,45.53,570,0,0
20.0,44.05666666666671,580,0,0
19.89,43.56,590,0,0
19.963333333333296,43.433333333333294,600,10,1
19.89,43.23,610,0,0
19.89,43.23,620,0,0
19.89,43.0,630,0,0
19.89,42.933333333333294,640,0,0
19.89,42.863333333333294,650,0,0
19.89,42.79,660,0,0
19.89,42.79,670,10,1
19.89,43.1566666666667,680,0,0
19.89,43.363333333333294,690,0,0
19.89,43.26,700,0,0
19.89,43.2,710,0,0
19.89,43.06,720,10,1
19.89,42.933333333333294,730,0,0
19.89,42.76,740,0,0
19.963333333333296,44.5666666666667,750,0,0
20.2,43.9233333333333,760,0,0
20.2,43.6633333333333,770,0,0
20.2,44.05666666666671,780,0,0
20.26,44.1966666666667,790,0,0
20.39,43.9233333333333,800,0,0
20.39,43.53,810,30,1
20.5,43.29,820,20,1
20.5,43.29,830,20,1
20.6,43.29,840,30,1
20.6666666666667,43.23,850,20,1
20.7,42.93,860,10,1
20.7675,42.7675,870,10,1
20.79,42.9,880,10,1
20.89,43.03,890,20,1
20.963333333333296,42.963333333333296,900,10,1
21.033333333333296,42.79,910,20,1
21.1,42.79,920,10,1
21.1,42.6633333333333,930,20,1
21.1,42.59,940,10,1
21.2,42.4666666666667,950,10,1
21.2,42.4,960,20,1
21.2,42.29,970,10,1
21.26,42.29,980,20,1
21.29,42.4,990,0,0
21.3566666666667,42.4,1000,0,0
21.533333333333296,42.4,1010,0,0
21.6,42.0666666666667,1020,0,0
21.73,41.9666666666667,1030,10,1
21.79,41.9,1040,0,0
21.79,41.76,1050,0,0
21.8566666666667,41.76,1060,0,0
21.89,41.645,1070,0,0
21.9266666666667,41.53,1080,0,0
22.0,41.6633333333333,1090,30,1
22.0,41.7,1100,20,1
22.066666666666695,41.7,1110,10,1
22.23,42.2,1120,0,0
22.43,43.0,1130,30,1
22.663333333333295,47.6266666666667,1140,10,1
22.8566666666667,50.033333333333296,1150,10,1
23.0,46.76333333333329,1160,10,1
23.0,46.23,1170,30,1
23.0,45.0933333333333,1180,10,1
23.066666666666695,44.3666666666667,1190,0,0
23.1,43.7666666666667,1200,10,1
23.1,43.2266666666667,1210,0,0
23.2,42.723333333333294,1220,30,1
23.1333333333333,42.463333333333296,1230,30,1
23.1,42.0266666666667,1240,20,1
23.1,41.8266666666667,1250,30,1
23.066666666666695,41.6,1260,20,1
23.0,41.3175,1270,20,1
23.0,41.23,1280,20,1
22.89,41.1633333333333,1290,30,1
22.89,41.09,1300,20,1
22.79,40.9666666666667,1310,20,1
22.79,40.9,1320,20,1
22.7,40.9,1330,20,1
22.7,40.8266666666667,1340,20,1
22.6666666666667,40.76,1350,10,1
22.6,40.83333333333329,1360,0,0
22.566666666666695,41.1633333333333,1370,0,0
22.5,41.09,1380,0,0
22.463333333333296,41.06,1390,0,0
22.39,41.0,1400,0,0
22.39,41.1266666666667,1410,0,0
22.323333333333295,41.2,1420,0,0
22.26,41.29,1430,0,0
22.2,41.29,0,0,0
22.1666666666667,41.3266666666667,10,0,0
22.1,41.4,20,0,0
22.1,41.5,30,0,0
22.0,41.433333333333294,40,0,0
22.0,41.5,50,0,0
21.89,41.5,60,0,0
21.89,41.56,70,0,0
21.8566666666667,41.56,80,0,0
21.79,41.5,90,0,0
21.79,41.5,100,0,0
21.73,41.5,110,0,0
21.7,41.5,120,0,0
21.6333333333333,41.433333333333294,130,0,0
21.6,41.4,140,0,0
21.6,41.4,150,0,0
21.566666666666695,41.3266666666667,160,0,0
21.5,41.4,170,0,0
21.39,41.26,180,0,0
21.39,41.2,190,0,0
21.39,41.2,200,0,0
21.39,41.26,210,0,0
21.29,41.2,220,0,0
21.29,41.2,230,0,0
21.29,41.2,240,0,0
21.2,41.09,250,0,0
21.2,41.09,260,0,0
21.1666666666667,41.06,270,0,0
21.1,41.0,280,0,0
21.1,41.0,290,0,0
21.1,41.0,300,0,0
21.0,41.0,310,0,0
21.0,41.0,320,0,0
20.963333333333296,41.0,330,0,0
20.89,41.0,340,0,0
20.89,41.0,350,0,0
20.89,41.0,360,0,0
20.79,40.933333333333294,370,0,0
20.79,41.0,380,0,0
20.79,41.0,390,0,0
20.73,41.0,400,0,0
20.7,41.09,410,0,0
20.675,41.0675,420,0,0
20.6,41.0,430,0,0
20.6,41.0,440,10,1
20.6,41.2666666666667,450,0,0
20.6,41.463333333333296,460,0,0
20.6,41.59,470,10,1
20.6,41.5666666666667,480,0,0
20.6,41.9,490,0,0
20.6,41.79,500,0,0
20.6,41.73,510,0,0
20.6,41.56,520,0,0
20.533333333333296,41.5,530,10,1
20.5,41.33333333333329,540,0,0
20.5,41.2,550,0,0
20.5,40.9666666666667,560,0,0
20.5,40.9,570,0,0
20.39,40.76,580,0,0
20.39,40.6266666666667,590,0,0
20.39,40.56,600,0,0
20.39,40.433333333333294,610,0,0
20.39,40.29,620,0,0
20.3566666666667,40.1633333333333,630,0,0
20.3566666666667,40.09,640,0,0
20.29,39.9666666666667,650,0,0
20.29,39.9,660,0,0
20.29,39.863333333333294,670,0,0
20.29,39.73,680,0,0
20.29,39.7,690,0,0
20.29,39.6266666666667,700,10,1
20.29,39.33333333333329,710,0,0
20.29,39.2,720,0,0
20.29,39.66666666666671,730,0,0
20.29,40.2666666666667,740,0,0
20.39,40.8,750,0,0
20.39,41.06,760,0,0
20.5,41.36,770,0,0
20.566666666666695,41.433333333333294,780,0,0
20.6,41.69333333333329,790,0,0
20.6,42.1,800,0,0
20.6333333333333,41.83333333333329,810,0,0
20.7,41.3425,820,0,0
20.7,40.963333333333296,830,0,0
20.73,40.49,840,0,0
20.79,40.23,850,0,0
20.823333333333295,40.36,860,0,0
20.89,40.56,870,0,0
21.0,40.59,880,0,0
21.0,40.6633333333333,890,0,0
21.033333333333296,40.363333333333294,900,0,0
21.1,39.963333333333296,910,0,0
21.1333333333333,39.86,920,0,0
21.2,40.1333333333333,930,0,0
21.23,39.99,940,0,0
21.29,39.6566666666667,950,0,0
21.29,39.33333333333329,960,0,0
21.29,39.1266666666667,970,0,0
21.323333333333295,39.06,980,0,0
21.39,40.2666666666667,990,0,0
21.6,38.56,1000,0,0
21.6,37.5,1010,0,0
21.533333333333296,37.6333333333333,1020,0,0
21.463333333333296,37.73,1030,0,0
21.39,37.99,1040,0,0
21.39,43.4233333333333,1050,0,0
21.39,43.7566666666667,1060,0,0
21.39,42.16666666666671,1070,0,0
21.39,41.1,1080,0,0
21.29,40.4,1090,0,0
21.29,40.0,1100,0,0
21.323333333333295,39.7966666666667,1110,0,0
21.39,40.6633333333333,1120,20,1
21.533333333333296,40.2666666666667,1130,10,1
21.6666666666667,39.8,1140,10,1
21.73,39.03,1150,10,1
21.79,38.963333333333296,1160,30,1
21.823333333333295,38.723333333333294,1170,30,1
21.89,38.463333333333296,1180,10,1
22.033333333333296,38.6333333333333,1190,10,1
22.1,38.8266666666667,1200,10,1
22.1,38.745,1210,0,0
22.1,38.56,1220,0,0
22.1666666666667,38.433333333333294,1230,0,0
22.2,38.2,1240,0,0
22.2,38.2,1250,10,1
