temperature,humidity,fan_on
31.7,57.3,0
31.5,57.8,0
31.7,58.0,0
31.7,58.1,0
31.6,58.1,0
31.8,58.2,0
31.2,56.4,0
31.4,57.1,0
31.2,57.0,0
31.3,58.2,0
31.3,58.4,0
31.3,56.1,0
31.6,56.3,0
31.7,56.8,0
31.8,56.8,0
31.8,57.7,0
29.1,60.5,0
29.2,60.5,0
29.3,60.7,0
29.3,60.8,0
29.6,60.8,0
30.0,59.8,0
29.8,59.7,0
29.9,59.9,0
29.9,59.2,0
29.9,59.8,0
30.0,58.1,0
29.9,59.0,0
29.9,59.0,0
29.9,59.7,0
29.9,60.1,0
29.8,60.0,0
29.9,62.0,0
29.3,61.0,0
29.9,60.2,0
29.9,60.8,0
29.9,61.0,0
30.0,61.1,0
29.7,62.1,0
29.8,61.2,0
30.0,61.2,0
29.3,61.1,0
29.8,62.1,0
29.8,62.0,0
29.8,61.7,0
29.9,62.1,0
29.4,60.5,0
29.5,61.1,0
29.9,60.7,0
29.8,60.2,0
29.8,60.8,0
28.7,62.0,0
28.9,62.0,0
28.9,62.3,0
29.0,62.9,0
29.2,62.7,0
29.1,62.3,0
29.3,62.0,0
29.0,61.4,0
28.7,61.4,0
28.9,61.9,0
29.1,62.0,0
29.5,62.3,0
29.9,62.4,0
29.9,61.3,0
29.0,62.4,0
29.8,62.8,0
29.5,62.8,0
29.8,63.4,0
29.9,63.3,0
29.7,60.1,0
29.2,61.0,0
29.9,60.6,0
30.1,60.5,0
30.3,60.9,0
29.2,60.4,0
29.6,61.3,0
29.9,62.4,0
29.2,61.2,0
29.2,62.3,0
27.9,62.0,0
28.0,62.8,0
27.8,62.3,0
27.7,62.2,0
27.8,62.7,0
29.7,67.3,0
29.7,67.8,0
29.7,67.9,0
29.8,67.9,0
29.6,67.9,0
28.3,63.2,0
28.7,63.9,0
28.7,63.7,0
28.5,63.6,0
28.7,64.0,0
28.8,60.6,0
28.2,60.9,0
28.4,60.8,0
28.5,61.0,0
28.5,61.1,0
28.8,58.1,0
28.9,58.8,0
28.8,58.8,0
28.9,58.9,0
28.9,59.0,0
29.2,62.1,0
29.3,62.1,0
29.4,62.8,0
29.5,62.7,0
29.4,62.3,0
28.3,60.5,0
28.7,60.6,0
28.9,60.7,0
28.8,60.7,0
28.9,60.8,0
29.5,61.0,0
29.7,62.3,0
29.8,62.4,0
29.8,62.4,0
29.9,62.8,0
29.4,61.0,0
29.6,61.1,0
29.8,60.9,0
29.9,61.0,0
29.9,61.1,0
29.5,60.0,0
29.6,60.1,0
29.6,60.2,0
29.7,60.2,0
29.8,60.3,0
29.5,60.5,0
29.7,60.8,0
29.7,60.8,0
29.8,61.0,0
29.9,61.3,0
29.9,60.2,0
29.9,60.7,0
29.5,60.8,0
29.6,60.4,0
29.6,60.5,0
29.6,61.2,0
29.7,61.5,0
29.8,61.4,0
29.9,61.6,0
30.0,61.7,0
29.5,61.1,0
29.6,61.1,0
29.8,61.2,0
29.8,61.3,0
29.8,61.3,0
29.4,61.3,0
29.6,61.5,0
29.8,61.8,0
29.9,61.9,0
29.9,61.9,0
29.4,60.2,0
29.6,60.4,0
29.7,60.7,0
29.8,60.9,0
29.9,60.9,0
27.5,60.5,0
27.6,63.4,0
27.8,62.8,0
27.8,62.9,0
27.8,63.7,0
27.5,63.3,0
27.5,63.5,0
27.7,63.7,0
27.9,63.8,0
27.9,64.0,0
27.7,61.1,0
27.8,61.6,0
27.8,62.1,0
27.9,62.1,0
28.0,62.2,0
27.5,63.5,0
27.6,65.8,0
27.9,67.2,0
27.7,67.6,0
28.0,67.9,0
27.5,63.0,0
27.7,63.1,0
27.7,63.3,0
27.8,63.4,0
27.9,63.6,0
27.7,63.5,0
27.8,63.3,0
27.8,63.4,0
27.9,63.5,0
28.0,63.6,0
27.6,63.6,0
27.7,63.4,0
27.7,63.4,0
27.7,63.6,0
27.9,63.9,0
27.8,63.0,0
27.9,63.4,0
27.9,63.6,0
27.9,63.6,0
28.0,63.7,0
27.8,63.4,0
27.8,63.4,0
27.8,63.5,0
27.9,63.6,0
27.9,63.8,0
27.5,63.4,0
27.6,63.2,0
27.7,63.4,0
27.9,63.7,0
27.9,63.3,0
27.6,64.3,0
27.7,64.5,0
27.9,64.6,0
28.0,64.6,0
28.0,64.8,0
27.9,63.0,0
28.0,63.3,0
29.1,63.2,0
29.1,63.5,0
29.2,63.7,0
28.0,61.0,0
28.2,61.3,0
28.2,61.3,0
28.8,61.4,0
28.8,61.4,0
28.2,61.2,0
28.7,61.4,0
28.7,62.3,0
28.9,62.3,0
28.9,62.6,0
28.8,62.3,0
28.7,62.6,0
28.9,62.8,0
28.7,62.8,0
28.9,63.0,0
28.3,63.4,0
28.4,63.5,0
28.5,63.6,0
28.6,63.8,0
28.7,77.0,0
28.8,63.5,0
28.9,63.5,0
28.9,63.8,0
29.1,63.8,0
29.2,63.9,0
28.3,63.6,0
28.5,65.6,0
28.8,65.7,0
28.8,65.9,0
29.0,65.8,0
28.4,63.4,0
28.5,63.4,0
28.7,63.7,0
28.7,63.6,0
28.8,63.8,0
27.9,63.4,0
28.0,63.4,0
28.1,63.7,0
28.1,63.8,0
28.2,63.9,0
27.9,62.3,0
27.9,63.4,0
27.6,63.5,0
27.7,64.5,0
27.9,64.2,0
27.9,63.2,0
27.9,62.1,0
28.0,62.3,0
28.1,62.2,0
28.1,62.3,0
27.9,63.4,0
28.0,63.5,0
28.1,63.8,0
28.1,63.8,0
28.3,63.9,0
27.9,63.4,0
27.9,63.4,0
28.1,63.5,0
28.3,63.5,0
28.3,63.7,0
27.9,65.0,0
27.9,65.2,0
28.0,65.1,0
28.2,65.3,0
28.2,65.5,0
27.1,61.1,0
27.2,61.2,0
27.5,61.4,0
27.6,61.7,0
27.8,61.9,0
27.2,61.3,0
27.6,61.6,0
27.6,61.8,0
27.8,61.8,0
28.0,62.0,0
27.2,61.4,0
27.2,61.6,0
27.6,61.8,0
27.6,61.9,0
27.8,61.9,0
27.1,62.3,0
27.3,62.3,0
27.4,62.4,0
27.8,62.6,0
27.9,63.5,0
27.2,61.8,0
27.2,61.8,0
27.3,62.0,0
27.6,62.1,0
27.8,62.2,0
29.2,64.8,1
29.2,64.9,1
29.1,62.9,1
29.2,64.6,1
29.4,64.7,1
29.2,64.6,1
29.2,64.8,1
29.2,64.8,1
29.3,64.6,1
29.3,64.9,1
29.1,63.8,1
29.2,63.9,1
29.3,63.7,1
29.6,63.9,1
29.6,63.9,1
29.1,63.9,1
29.2,63.6,1
29.2,63.7,1
29.4,63.6,1
29.5,63.6,1
29.2,63.9,1
29.2,63.9,1
29.5,64.0,1
29.4,64.1,1
29.7,64.2,1
29.2,63.3,1
29.5,63.5,1
29.4,63.5,1
29.6,63.5,1
29.7,63.9,1
29.2,63.5,1
29.3,63.4,1
29.4,63.5,1
29.5,63.6,1
29.8,63.6,1
29.2,63.5,1
29.2,63.5,1
29.7,63.8,1
29.9,63.8,1
30.0,63.9,1
29.2,63.4,1
29.2,63.5,1
29.2,63.8,1
29.2,63.5,1
29.3,63.9,1
30.3,62.6,0
30.4,62.4,0
30.4,62.4,0
30.5,62.5,0
30.6,62.6,0
30.3,65.6,0
30.4,65.7,0
30.5,65.7,0
30.7,65.4,0
30.8,65.4,0
30.3,63.6,0
30.4,63.5,0
30.6,63.4,0
30.7,63.6,0
30.7,63.7,0
30.3,63.4,0
30.3,63.5,0
30.6,63.5,0
30.6,63.7,0
30.9,63.7,0
30.4,63.6,0
30.5,64.4,0
30.6,64.4,0
30.7,64.6,0
30.7,64.7,0
30.4,63.6,0
30.6,64.6,0
30.7,64.7,0
30.7,64.8,0
30.9,64.8,0
30.3,65.4,0
30.4,65.5,0
30.5,65.7,0
30.6,65.2,0
30.8,65.6,0
30.2,65.3,0
30.4,65.0,0
30.5,65.7,0
30.6,65.8,0
30.3,65.9,0
30.3,66.0,0
30.3,65.7,0
30.6,67.6,0
30.7,65.4,0
30.8,67.5,0
30.5,63.4,0
30.8,63.5,0
30.8,63.5,0
30.9,63.4,0
30.9,63.6,0
30.4,63.6,0
30.8,63.8,0
30.8,63.8,0
30.9,63.9,0
31.0,64.0,0
30.3,63.6,0
30.5,63.6,0
30.7,63.6,0
30.8,64.1,0
30.8,64.2,0
30.4,63.4,0
30.7,63.5,0
30.7,63.8,0
30.8,63.9,0
30.9,63.8,0
30.3,63.5,0
30.4,63.5,0
30.6,63.6,0
30.6,63.9,0
30.8,63.8,0
30.7,63.4,0
30.9,63.5,0
30.9,63.6,0
30.8,63.8,0
30.9,63.8,0
30.3,65.4,0
30.6,65.7,0
30.6,65.7,0
30.7,65.7,0
30.7,65.8,0
30.3,63.6,0
30.5,63.8,0
30.7,63.8,0
30.7,64.0,0
30.7,63.9,0
30.3,63.6,0
30.5,63.7,0
30.8,63.9,0
30.8,63.8,0
30.8,64.0,0
30.3,63.6,0
30.6,63.6,0
30.7,63.9,0
30.7,63.8,0
30.9,63.9,0
30.4,63.6,0
30.4,64.5,0
30.7,64.7,0
30.7,64.8,0
30.7,64.9,0
29.6,63.4,1
29.6,63.6,1
29.7,63.7,1
29.8,63.8,1
29.8,63.8,1
29.7,63.4,1
29.7,63.6,1
29.9,63.8,1
29.9,63.8,1
29.9,63.8,1
29.6,63.6,1
29.7,63.5,1
29.8,63.8,1
29.8,63.8,1
29.9,63.9,1
29.6,63.6,1
29.6,63.6,1
29.8,63.6,1
29.8,63.8,1
29.9,63.8,1
29.6,63.4,1
29.6,63.7,1
29.7,63.7,1
29.8,63.8,1
29.8,63.8,1
29.5,63.5,1
29.8,63.6,1
29.9,63.5,1
29.9,63.9,1
29.9,63.8,1
29.5,63.5,1
29.8,63.6,1
29.8,63.8,1
29.8,63.8,1
29.8,63.8,1
29.6,63.6,1
29.5,63.7,1
29.6,63.9,1
29.7,64.0,1
29.8,63.7,1
29.8,63.4,1
29.9,63.5,1
29.9,63.6,1
30.0,63.6,1
30.0,63.6,1
29.1,63.6,1
29.2,63.6,1
29.2,63.6,1
29.2,63.8,1
29.2,63.8,1
29.6,63.4,1
29.6,63.5,1
29.7,63.5,1
29.8,63.7,1
29.8,63.8,1
29.6,63.6,1
29.7,63.6,1
29.8,63.8,1
29.8,63.8,1
29.9,63.8,1
29.6,63.6,1
29.6,63.6,1
29.6,63.7,1
29.8,63.7,1
29.8,63.6,1
29.6,63.5,1
29.6,63.6,1
29.7,63.8,1
29.8,63.8,1
29.8,63.8,1
29.5,63.6,1
29.6,63.6,1
29.6,63.5,1
29.7,63.6,1
29.8,63.6,1
29.6,63.8,1
29.6,64.1,1
29.7,64.4,1
29.8,64.4,1
29.8,64.5,1
29.5,63.5,1
29.6,64.0,1
29.7,64.6,1
29.7,64.6,1
29.8,64.8,1
29.6,64.6,1
29.6,64.6,1
29.7,64.7,1
29.8,64.6,1
29.8,66.0,1
29.6,64.6,1
29.6,64.6,1
29.7,64.8,1
29.8,64.7,1
29.8,63.8,1
30.7,62.4,0
30.8,62.3,0
30.8,62.4,0
30.9,62.5,0
30.9,62.5,0
30.7,61.2,0
30.8,62.5,0
30.8,62.6,0
30.8,62.5,0
30.8,62.4,0
30.7,65.7,0
30.8,65.7,0
30.8,65.7,0
30.8,65.7,0
30.8,65.7,0
30.8,65.7,0
30.8,65.7,0
30.8,65.7,0
30.9,65.7,0
30.9,65.8,0
30.7,65.8,0
30.8,65.8,0
30.8,65.8,0
30.8,65.8,0
30.9,66.7,0
30.7,65.8,0
30.8,65.8,0
30.7,65.8,0
30.8,65.9,0
30.8,65.9,0
30.8,65.4,0
30.8,65.5,0
30.8,65.8,0
30.8,65.7,0
30.8,65.7,0
30.7,65.4,0
30.7,65.7,0
30.8,65.7,0
30.9,65.8,0
30.9,65.7,0
30.7,65.8,0
30.8,67.6,0
30.8,67.6,0
30.8,68.0,0
30.8,68.2,0
30.7,65.8,0
30.8,65.7,0
30.8,65.7,0
30.8,65.7,0
30.8,65.7,0
30.8,65.8,0
30.8,65.8,0
30.8,65.7,0
30.8,65.7,0
30.8,65.7,0
30.8,65.9,0
30.8,65.9,0
30.8,65.0,0
30.9,65.9,0
30.9,65.9,0
28.3,67.9,1
28.4,67.8,1
28.4,67.9,1
28.5,67.8,1
28.5,67.8,1
28.7,65.6,1
28.8,65.7,1
28.8,65.7,1
28.9,65.7,1
28.8,65.7,1
28.3,65.0,1
28.4,65.1,1
28.8,65.1,1
28.8,65.1,1
28.8,65.1,1
28.3,67.9,1
28.5,67.8,1
28.6,67.9,1
28.5,67.8,1
29.6,67.9,1
28.4,68.8,1
28.5,68.7,1
28.8,68.7,1
28.8,68.8,1
28.9,68.7,1
28.7,65.8,1
28.7,67.2,1
29.9,67.0,1
28.8,65.6,1
28.8,67.8,1
28.7,65.8,1
28.8,65.8,1
28.8,65.8,1
28.8,65.8,1
28.8,65.8,1
28.8,65.8,1
28.8,65.8,1
28.8,67.7,1
28.8,67.8,1
28.9,67.9,1
28.3,66.7,1
28.6,67.3,1
28.7,68.0,1
28.8,68.8,1
28.9,68.8,1
27.6,65.8,1
28.7,67.9,1
28.8,67.6,1
28.8,67.6,1
28.8,67.9,1
27.3,67.6,1
27.6,66.8,1
27.6,67.8,1
27.6,67.9,1
27.7,67.9,1
27.5,68.8,0
27.6,68.9,0
27.7,68.9,0
27.8,68.9,0
27.8,68.9,0
27.7,68.8,0
27.8,68.9,0
27.7,68.9,0
27.8,69.0,0
27.8,68.7,0
27.6,68.8,0
27.6,67.8,0
27.7,67.8,0
27.8,67.9,0
27.8,67.9,0
27.6,68.9,0
27.6,68.9,0
27.6,68.8,0
27.7,68.8,0
27.7,68.8,0
27.6,68.9,0
27.8,68.8,0
27.8,68.7,0
27.9,68.7,0
27.8,68.9,0
27.7,68.8,0
27.7,68.7,0
27.7,68.8,0
27.8,69.0,0
27.8,69.0,0
27.8,67.8,0
27.8,67.8,0
27.8,67.8,0
27.8,67.8,0
27.8,67.8,0
27.8,68.8,0
27.8,68.8,0
27.8,68.8,0
27.8,68.9,0
27.8,68.8,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.1,69.7,0
24.8,73.2,0
24.8,73.2,0
24.8,73.2,0
24.8,73.2,0
24.8,73.2,0
24.8,73.2,0
24.8,73.2,0
24.8,73.2,0
24.8,73.2,0
24.8,73.2,0
24.8,73.2,0
24.8,73.2,0
24.8,73.2,0
24.8,73.2,0
24.8,73.2,0
24.8,73.2,0
24.8,73.2,0
24.8,73.2,0
24.8,73.2,0
24.8,73.2,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
25.9,66.7,0
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,1
27.5,67.6,0
27.5,67.6,0
27.5,67.6,0
27.5,67.6,0
27.5,67.6,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
25.8,66.2,0
24.7,70.8,0
24.7,70.8,0
24.7,70.8,0
24.7,70.8,0
24.7,70.8,0
24.7,70.8,0
24.7,70.8,0
24.7,70.8,0
24.7,70.8,0
24.7,70.8,0
24.7,70.8,0
24.7,70.8,0
24.7,70.8,0
24.7,70.8,0
24.7,70.8,0
24.7,70.8,0
24.7,70.8,0
24.7,70.8,0
24.7,70.8,0
24.7,70.8,0
24.7,70.8,0
24.7,70.8,0
24.7,70.8,0
24.7,70.8,0
24.7,70.8,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
26.4,66.4,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,59.5,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
25.7,57.2,0
24.1,62.7,0
24.1,62.7,0
24.1,62.7,0
24.1,62.7,0
24.1,62.7,0
24.1,62.7,0
24.1,62.7,0
24.1,62.7,0
24.1,62.7,0
24.1,62.7,0
24.1,62.7,0
24.1,62.7,0
24.1,62.7,0
24.1,62.7,0
24.1,62.7,0
24.1,62.7,0
24.1,62.7,0
24.1,62.7,0
