temperature,humidity,fan_on
32.5,88.4,1
30.2,77.9,0
22.5,75.0,0
29.4,97.4,1
31.8,80.2,1
29.3,84.1,1
37.9,82.6,1
23.8,86.8,0
26.4,77.7,0
30.8,72.0,1
37.8,63.5,1
31.1,96.7,1
34.4,68.2,1
30.1,72.5,1
22.0,74.4,1
29.4,81.1,1
27.0,63.7,0
24.3,98.0,0
24.4,68.4,0
34.0,79.8,1
27.4,78.2,1
27.0,78.2,0
31.9,74.3,1
30.3,62.7,1
35.0,85.1,1
31.7,53.8,1
26.9,76.9,0
23.1,77.8,0
33.5,70.3,1
25.5,87.8,0
29.1,51.1,1
25.7,86.5,0
26.0,75.1,0
28.6,87.4,0
27.8,62.4,0
27.9,70.8,0
22.6,84.1,0
30.2,98.0,1
22.8,90.0,0
33.6,74.3,1
24.1,92.5,0
25.2,81.5,0
22.5,78.3,0
22.0,84.5,0
26.2,72.0,0
24.4,70.2,1
22.0,93.7,0
25.6,77.2,0
23.3,88.6,0
27.0,70.6,0
24.9,84.0,0
22.0,72.8,0
27.3,87.3,1
31.3,79.2,1
29.8,51.6,1
31.1,64.3,1
28.9,85.5,1
26.6,82.1,0
34.0,49.6,1
30.8,75.0,1
22.8,63.2,0
32.2,75.1,1
32.4,87.9,1
25.9,73.2,0
23.7,62.0,0
24.6,79.3,0
27.0,80.0,1
35.5,58.8,1
26.5,72.9,0
23.4,84.1,0
35.8,74.8,1
29.2,77.7,1
30.4,66.7,1
23.7,57.4,0
33.4,59.1,1
30.5,82.5,1
33.8,76.9,1
32.2,71.7,1
32.6,63.1,1
23.7,77.3,0
30.4,88.9,1
28.2,78.0,1
29.7,76.1,1
24.8,88.8,0
25.6,75.1,0
34.2,48.7,1
27.1,61.3,0
22.5,69.8,0
24.9,58.2,0
27.8,70.3,0
24.5,63.8,0
31.1,84.4,1
29.7,73.8,0
24.7,54.8,0
29.8,75.2,1
32.2,90.9,0
23.0,73.4,0
29.6,61.5,1
25.3,89.0,1
28.4,77.9,0
27.9,98.0,1
23.3,87.1,0
24.4,87.1,0
35.4,66.5,1
30.5,87.7,1
33.9,70.5,1
29.2,62.2,0
28.0,85.8,1
28.7,72.9,0
31.0,45.0,1
33.7,59.7,1
24.0,90.7,0
27.3,78.2,1
26.2,82.7,0
23.9,71.5,0
31.0,67.7,1
28.1,97.9,0
26.4,88.8,1
32.3,68.3,1
31.7,75.2,1
32.1,91.7,1
30.3,76.4,1
24.8,60.6,0
25.5,70.6,0
22.2,68.6,0
34.8,79.7,1
27.3,89.3,1
29.5,72.4,1
24.0,87.4,0
27.7,64.2,0
27.8,85.3,1
26.4,84.9,0
24.3,84.3,0
35.2,61.3,1
31.6,84.0,1
30.3,71.1,1
29.5,59.7,0
28.9,72.8,0
27.0,66.6,0
36.1,71.6,1
29.4,65.6,0
22.5,72.7,0
32.6,83.5,1
25.1,73.5,0
30.3,77.3,1
27.4,58.2,0
33.2,58.3,1
29.7,77.0,1
30.2,93.1,1
29.5,84.2,1
29.5,80.9,1
22.1,89.7,0
23.4,79.1,0
34.2,74.6,1
26.9,70.8,0
27.4,67.2,0
30.5,67.4,1
34.9,66.5,1
31.0,93.1,1
34.6,61.4,1
24.3,87.6,0
26.4,71.9,0
22.9,70.7,0
30.4,75.1,1
28.3,77.0,1
33.2,73.0,1
32.5,86.6,1
31.6,74.3,1
27.1,63.8,0
29.5,55.9,1
30.1,61.3,0
31.3,61.5,1
29.6,67.9,0
30.5,77.3,0
29.1,65.1,1
29.5,68.0,0
34.3,60.6,1
28.5,64.4,1
32.5,68.5,1
27.9,71.4,0
29.0,86.8,1
22.0,81.3,0
33.1,66.2,1
24.3,78.4,0
23.2,92.8,0
33.2,80.2,1
27.8,61.2,0
30.0,68.8,1
22.0,58.8,0
30.3,78.5,1
22.0,72.0,1
24.4,78.2,0
24.6,93.3,0
24.8,71.6,0
32.4,59.1,0
25.5,60.8,0
35.4,64.2,0
35.6,76.9,1
30.8,68.6,1
29.5,82.4,1
29.7,69.6,0
28.7,52.2,1
29.1,73.9,1
22.7,74.7,0
26.6,73.9,0
25.3,93.9,0
37.5,73.8,1
35.0,87.2,1
26.5,72.6,0
32.8,60.5,1
22.0,80.7,0
25.0,75.4,0
29.5,85.4,1
28.0,73.7,0
29.1,45.5,1
23.9,54.9,0
25.5,48.1,0
25.1,82.0,0
22.6,61.2,0
27.7,83.5,1
22.0,79.8,0
33.8,83.8,1
31.0,56.6,1
28.9,56.0,1
26.5,90.0,1
33.8,89.3,1
22.0,87.0,0
23.1,68.4,0
27.9,81.3,1
29.0,77.5,1
22.7,83.2,0
22.0,60.6,0
34.0,82.7,1
24.8,73.3,0
27.4,64.3,0
31.7,69.8,1
26.9,74.8,0
27.0,87.8,1
27.9,54.8,0
33.4,54.5,1
27.9,54.9,1
22.9,82.3,0
26.1,61.2,1
30.6,70.5,1
34.3,62.4,1
24.2,85.4,0
22.0,75.2,0
28.2,77.8,1
32.9,68.1,1
34.5,75.6,1
23.5,74.4,0
38.4,66.2,1
22.0,80.2,0
29.9,67.1,0
25.5,90.1,0
33.8,87.0,0
33.7,71.2,1
27.2,75.3,0
28.7,61.8,1
26.5,87.6,0
26.5,71.8,0
24.6,97.4,0
26.8,94.5,1
31.1,87.7,1
28.0,83.3,1
29.4,71.2,0
30.7,71.5,1
31.1,69.9,1
26.7,63.3,0
29.2,80.5,1
30.9,79.8,1
25.6,91.1,0
22.7,77.3,0
24.0,80.6,0
29.0,59.8,0
29.1,81.3,1
24.6,91.8,1
30.0,87.7,1
23.5,67.6,1
25.1,92.2,0
29.9,68.6,0
24.4,67.9,0
30.9,73.3,1
32.7,66.7,1
33.8,56.0,1
29.6,77.1,1
27.1,69.4,0
30.1,73.7,1
34.2,69.6,0
35.5,85.6,1
29.8,79.7,1
32.0,70.7,1
27.1,97.6,0
23.3,75.6,1
35.5,73.5,1
22.0,75.0,0
23.0,51.4,0
31.1,73.9,1
31.5,76.4,1
31.0,71.4,1
27.0,79.8,1
28.4,87.3,1
23.5,74.1,0
25.2,72.3,0
22.6,65.5,0
22.8,97.2,0
33.4,56.2,1
25.2,77.4,0
31.2,75.8,1
22.0,70.9,1
27.5,76.7,1
25.6,90.1,0
27.4,62.8,0
27.2,93.5,1
31.1,52.8,1
27.5,72.2,0
24.4,68.9,0
23.2,67.9,0
22.8,56.5,0
24.7,77.4,0
29.6,91.0,1
23.2,75.4,0
25.9,56.8,0
27.9,96.6,1
29.4,75.4,1
25.6,88.6,0
23.3,83.7,0
29.3,64.4,1
28.1,60.0,1
26.5,69.5,0
25.3,79.4,0
22.0,75.4,0
25.7,83.3,0
32.6,78.2,1
32.1,72.9,1
29.3,89.4,1
25.4,88.6,0
25.6,66.0,0
22.0,83.4,0
23.8,85.4,0
28.6,87.4,1
26.2,72.8,0
24.9,85.4,0
29.4,80.2,1
27.9,60.5,0
27.9,64.6,1
32.6,74.7,1
28.3,82.6,1
32.2,73.4,1
35.1,92.5,1
26.0,81.9,0
22.8,95.7,0
28.7,74.2,0
25.6,81.0,0
25.3,68.0,1
23.0,81.5,0
23.3,69.1,0
27.6,64.1,1
26.4,81.1,0
31.8,76.1,1
22.0,81.4,0
24.2,79.9,0
33.1,86.7,1
26.7,55.2,0
22.8,89.2,0
24.3,68.8,0
30.2,73.8,1
27.6,80.8,1
29.3,73.6,1
28.4,69.1,0
22.0,67.9,0
27.7,61.5,0
27.0,84.4,0
27.8,88.9,0
28.2,59.8,1
28.9,64.9,1
22.9,74.5,0
27.7,64.7,0
27.5,85.8,1
22.0,63.7,1
26.6,65.6,0
28.7,73.2,0
23.4,67.5,0
24.6,86.0,0
30.6,67.9,1
30.1,71.2,1
24.5,80.9,1
23.9,79.6,0
25.9,67.3,0
22.7,88.8,0
34.1,69.9,1
23.6,67.4,0
31.8,76.1,1
30.5,57.7,1
28.6,70.1,1
22.8,79.6,0
24.3,92.8,0
27.4,60.0,0
31.1,87.4,1
26.6,70.8,0
25.9,67.2,0
30.0,69.7,1
22.0,66.7,0
31.4,81.0,1
27.6,71.9,0
31.9,69.7,1
33.7,64.5,1
25.0,79.2,0
26.8,61.7,0
27.0,65.2,0
26.8,63.6,0
40.8,70.7,1
29.8,78.6,1
31.8,72.0,1
34.2,50.7,1
29.1,72.0,1
23.3,90.5,0
23.9,81.3,0
22.6,53.5,0
24.0,80.8,0
26.0,82.1,0
31.5,70.8,1
22.0,91.0,0
30.4,85.1,1
26.6,68.1,0
31.5,65.1,1
27.5,84.7,1
23.3,87.9,0
32.2,56.1,1
24.8,71.9,0
33.9,77.8,1
30.5,97.4,0
26.7,63.0,1
27.5,84.4,1
29.7,57.2,0
34.7,64.8,0
32.9,64.4,1
29.6,96.7,1
31.4,59.7,1
29.1,87.6,1
26.9,77.5,0
22.0,82.8,0
29.3,98.0,1
23.9,96.4,0
30.1,98.0,1
33.3,69.5,1
22.0,78.3,1
29.4,86.9,1
23.3,70.1,0
34.6,75.5,1
27.0,76.4,1
24.9,59.3,0
27.8,77.3,1
22.9,74.9,0
22.1,93.1,0
24.7,98.0,0
38.1,73.4,1
25.4,63.7,1
27.4,64.1,0
22.0,83.7,0
26.6,87.0,0
28.0,72.2,0
30.5,69.2,1
34.2,64.9,1
22.8,72.9,0
25.4,86.8,0
34.5,71.9,1
32.5,63.0,1
28.5,68.6,0
31.2,88.1,1
30.7,89.7,1
33.8,69.5,1
29.7,76.3,1
30.6,62.5,1
37.6,68.3,1
26.1,75.5,0
22.0,63.6,0
28.2,95.6,1
29.8,62.5,0
25.1,87.7,0
29.1,85.9,1
30.4,95.3,1
23.4,80.2,0
27.2,81.7,1
32.0,78.5,1
24.0,70.8,0
25.1,69.3,0
30.3,58.9,1
25.1,59.4,0
25.3,76.1,0
22.0,69.5,1
22.0,75.7,0
26.9,82.1,0
30.2,70.7,1
22.8,85.8,0
25.9,68.0,0
26.6,67.7,0
22.9,76.6,0
25.4,89.8,1
29.0,85.9,1
28.5,87.9,1
31.1,72.0,1
29.5,76.6,1
33.0,73.3,1
22.5,92.0,0
30.3,72.3,1
31.2,98.0,0
23.4,62.9,0
30.9,62.7,1
32.3,82.1,1
26.4,84.4,0
24.6,67.4,0
29.2,70.7,1
30.6,81.3,1
22.2,79.8,1
24.9,78.9,0
26.7,84.7,1
25.7,87.5,0
32.4,59.0,1
29.7,82.1,1
27.2,69.8,0
27.1,88.8,1
25.2,75.4,1
31.3,91.5,1
31.8,77.3,1
29.1,63.9,0
31.4,94.2,1
28.0,79.4,1
23.9,85.1,0
34.1,83.1,1
24.4,66.5,0
31.9,63.5,1
32.8,79.8,1
32.9,74.1,1
29.5,76.4,1
25.0,67.3,0
28.9,61.1,1
33.3,65.3,1
30.7,91.6,1
33.3,75.2,1
29.1,73.4,1
29.9,60.2,0
24.4,84.3,0
22.0,87.6,0
34.7,77.7,1
30.0,73.7,1
24.7,61.5,1
28.6,94.5,1
22.2,71.5,0
31.1,63.0,1
22.0,61.5,0
30.4,52.9,1
28.8,68.2,0
32.3,72.0,1
28.9,74.9,0
29.4,58.1,1
22.0,80.3,0
22.0,74.4,0
27.6,72.9,0
31.8,64.9,1
25.6,69.3,0
24.9,67.1,0
27.7,73.1,0
28.3,79.2,1
26.6,83.4,0
24.5,61.9,0
22.0,68.8,0
22.0,72.4,0
30.9,83.7,1
29.2,74.4,0
29.1,70.2,1
31.8,68.8,0
28.1,75.1,1
24.6,82.0,0
22.9,66.0,0
32.4,75.7,1
30.6,61.7,1
27.3,85.9,1
30.3,57.0,1
24.4,90.3,1
29.7,88.6,1
22.0,69.7,1
22.9,70.5,0
22.0,77.3,0
26.1,83.5,0
33.4,82.1,0
24.2,80.4,1
25.4,59.5,0
35.4,60.3,0
31.2,80.7,1
32.6,77.4,1
30.7,60.3,1
33.8,70.4,1
27.0,82.4,1
27.8,79.8,0
22.0,65.9,0
32.9,57.5,0
27.6,70.7,0
32.1,74.8,1
25.1,92.2,0
29.2,88.8,1
23.1,72.2,0
28.5,46.6,0
22.0,76.8,0
26.7,68.1,0
28.9,67.8,1
25.6,86.4,0
30.1,55.6,1
31.5,71.4,1
29.3,60.1,1
27.1,75.0,1
28.8,77.5,0
29.6,86.2,1
24.6,87.4,0
33.5,78.9,1
23.4,76.0,0
22.0,80.7,0
29.4,53.7,1
27.5,92.1,1
32.0,72.0,1
24.2,79.5,0
22.0,69.9,0
24.2,69.4,0
28.2,88.6,1
30.4,59.2,1
27.3,72.5,0
27.5,86.7,1
33.3,68.4,1
27.8,83.7,1
27.0,73.2,0
23.0,87.5,0
24.4,78.5,0
24.5,95.7,0
25.8,86.1,0
23.1,52.4,0
22.0,67.3,0
28.3,64.7,1
22.0,92.7,0
29.2,89.8,0
33.9,69.3,0
28.9,59.4,1
31.0,76.7,1
32.6,83.7,1
26.6,74.0,0
27.8,72.5,0
29.8,80.2,1
22.0,77.6,0
23.4,89.6,1
23.7,64.0,1
22.0,70.4,0
29.3,56.2,1
26.0,75.4,0
25.4,65.4,0
22.0,68.4,0
27.4,60.4,0
26.8,81.3,0
29.9,70.8,0
22.8,66.1,0
30.5,73.0,1
26.9,72.3,0
30.2,91.4,1
32.7,61.5,1
30.5,74.6,1
30.1,68.7,0
22.0,87.3,0
22.0,77.6,0
31.4,85.8,1
33.1,61.0,1
31.2,69.8,1
23.7,91.4,0
27.9,78.5,0
23.8,76.2,0
23.3,82.8,0
28.1,69.9,0
22.3,83.7,1
31.6,70.3,1
27.4,94.6,1
32.9,82.9,1
26.4,67.2,1
24.4,67.0,1
28.3,63.9,1
35.8,84.7,1
29.0,62.3,1
30.6,72.4,0
31.6,60.0,1
28.2,64.5,1
29.3,77.6,1
30.9,49.6,1
30.3,76.4,1
22.9,82.6,1
22.0,81.4,0
25.7,63.7,0
25.5,70.2,0
24.0,53.8,0
34.2,79.2,1
22.0,78.4,0
29.1,82.0,1
27.7,81.9,1
25.4,54.4,0
29.2,65.9,0
24.4,57.7,0
31.5,89.6,1
27.4,45.3,0
23.7,89.0,0
31.3,70.7,1
30.6,50.8,1
26.6,69.9,0
29.2,77.2,1
26.8,76.4,0
28.8,63.5,1
34.1,90.0,1
28.6,87.3,1
29.7,80.0,1
29.4,64.1,1
28.6,68.3,1
31.5,70.5,1
29.3,67.8,0
23.5,50.1,0
30.7,64.4,1
34.1,76.4,1
25.8,73.0,0
28.6,52.7,1
30.3,64.7,1
30.4,84.4,1
34.9,75.3,1
22.0,65.7,0
27.0,62.1,0
36.0,73.7,1
26.2,77.6,1
36.1,65.9,1
25.7,92.3,0
22.0,64.1,0
26.4,71.0,0
25.8,70.5,0
28.7,82.7,1
27.8,82.7,1
29.4,70.5,0
25.4,92.1,0
30.2,80.1,1
24.8,84.5,0
27.4,77.5,1
31.7,67.7,1
27.1,80.2,1
26.9,79.1,0
31.6,73.1,1
23.2,74.7,0
31.9,63.5,1
28.0,72.0,0
23.7,80.8,0
33.4,57.0,1
22.3,76.3,0
22.9,87.6,0
32.4,75.1,1
33.2,74.2,1
22.0,71.0,0
27.2,86.8,1
28.8,92.2,1
25.5,76.5,0
32.2,48.8,0
31.4,64.5,1
24.2,74.0,0
33.0,72.4,1
32.1,71.3,1
25.8,78.4,0
36.6,66.4,1
34.8,58.0,1
22.8,65.7,0
27.1,81.5,1
32.0,70.2,1
27.7,75.3,1
30.6,70.5,1
22.0,70.6,0
25.7,66.6,0
29.8,73.6,0
28.0,62.0,1
27.3,76.3,0
28.8,70.7,1
22.0,71.3,0
28.2,70.2,1
27.2,67.9,0
29.3,63.2,0
23.1,98.0,0
27.2,65.4,0
25.2,62.4,0
26.4,78.0,0
22.0,62.9,0
32.1,76.2,1
28.6,65.8,1
24.6,82.5,0
32.6,67.3,1
33.8,86.1,1
29.5,61.8,1
33.6,71.7,0
24.7,84.9,0
22.5,45.0,0
28.6,69.1,1
35.4,75.4,1
31.0,86.6,1
32.6,67.4,1
29.0,92.1,1
27.8,64.3,0
27.7,71.7,0
23.1,66.5,0
23.5,61.6,0
28.2,85.1,1
33.1,70.0,1
28.0,48.9,1
27.4,65.1,0
26.1,64.8,0
29.8,67.5,1
28.1,85.1,1
25.2,71.5,0
34.4,79.7,1
28.1,87.8,1
31.6,81.7,1
29.4,74.9,0
25.6,77.8,0
24.2,52.3,0
32.4,67.7,0
33.7,56.3,1
27.7,76.4,1
28.4,62.9,1
26.6,80.8,0
25.3,82.9,0
26.6,81.1,0
24.6,73.8,0
30.5,80.4,1
31.1,72.7,1
24.9,96.2,0
29.1,61.1,0
29.9,81.3,1
29.5,67.9,0
22.0,95.2,0
33.6,87.5,1
22.0,73.4,0
35.9,65.9,1
26.7,76.9,0
22.0,91.0,0
27.9,82.5,1
26.4,76.9,0
35.2,75.2,1
23.3,91.2,0
32.3,92.9,1
22.0,85.0,1
35.4,83.2,1
23.2,55.6,0
30.6,93.0,1
26.9,90.6,0
22.0,73.7,1
35.7,83.9,1
23.2,81.9,0
29.0,87.5,1
32.9,71.1,1
28.6,91.6,0
22.0,80.0,0
22.0,89.1,1
22.4,80.1,0
22.6,78.3,0
31.9,65.2,1
28.9,69.1,0
33.9,69.1,1
25.1,79.2,1
22.0,82.2,0
35.2,82.1,1
27.6,62.7,0
31.4,85.6,1
24.5,81.7,0
28.7,63.0,1
31.2,56.9,1
25.3,79.3,0
25.1,69.5,0
28.6,67.3,0
29.7,66.8,0
29.0,80.7,1
29.7,73.6,1
24.5,54.3,0
25.0,82.2,0
23.7,72.1,1
28.1,67.9,1
25.9,80.3,0
22.8,80.6,0
24.2,82.6,0
22.0,85.7,0
26.5,90.8,0
27.8,75.4,1
32.0,59.8,1
25.8,66.6,0
31.1,83.7,1
30.9,56.8,1
28.3,59.6,1
34.6,81.5,1
24.1,98.0,0
31.5,70.9,1
26.7,69.2,0
25.3,85.9,0
28.0,72.6,0
30.0,73.8,1
25.7,80.4,1
30.3,69.9,1
26.7,77.1,0
23.3,98.0,0
22.0,95.8,0
29.1,73.2,0
25.8,74.5,0
29.8,53.9,1
31.0,78.4,1
27.2,68.1,0
31.6,73.8,1
28.4,91.7,1
26.0,71.7,0
27.5,66.9,0
30.0,68.9,0
33.7,72.9,1
24.7,72.3,0
29.1,78.0,1
24.7,91.5,0
26.1,53.4,0
24.9,65.7,0
24.9,59.3,0
27.8,66.2,0
31.3,83.8,0
31.1,71.8,1
25.5,81.8,0
34.4,88.0,1
28.9,78.9,1
29.6,55.0,1
29.5,68.6,1
22.0,62.6,0
26.9,77.2,0
28.6,88.4,1
33.1,55.9,0
30.5,65.2,1
36.8,80.1,1
23.6,81.0,0
28.0,60.9,0
23.1,98.0,1
22.4,66.6,0
32.1,66.1,1
32.8,70.6,1
33.8,81.1,1
33.0,98.0,1
22.0,94.7,0
26.1,88.8,0
26.7,77.2,0
30.0,73.7,0
32.9,91.0,1
33.4,83.6,1
24.6,73.1,0
29.3,73.5,0
30.6,73.4,1
32.5,75.4,1
22.0,72.7,0
34.0,71.8,1
26.2,70.0,0
27.2,63.7,0
34.2,90.2,1
25.1,65.6,0
28.8,94.1,1
34.8,65.0,1
29.4,70.0,1
27.7,66.9,0
30.0,88.3,1
32.6,83.5,1
24.1,76.3,0
22.9,64.2,0
22.0,75.4,0
32.2,65.5,1
34.6,67.4,1
26.3,67.3,0
36.1,88.5,1
33.1,83.0,1
22.0,71.1,0
25.8,70.9,0
32.8,72.8,1
28.6,67.8,1
25.8,56.2,0
28.9,86.5,1
31.6,67.6,1
28.1,56.2,1
32.5,89.4,1
26.8,71.6,0
31.4,77.9,1
28.7,92.8,1
33.8,85.4,0
22.0,74.7,0
23.9,76.0,0
27.0,72.5,0
33.4,64.5,1
23.7,81.8,1
27.4,55.9,0
22.0,93.8,0
30.6,97.1,1
24.1,69.6,0
33.5,73.7,1
26.1,77.5,0
22.0,79.7,0
29.8,61.4,1
31.6,75.5,1
31.9,81.6,1
25.1,62.1,0
27.8,71.9,0
25.9,93.3,0
22.8,78.4,1
32.0,56.0,1
28.8,64.7,0
27.8,84.6,0
29.7,72.2,1
29.9,77.4,0
26.1,69.0,0
26.1,90.7,0
31.5,73.1,1
22.0,70.9,0
28.0,77.5,1
22.0,88.8,0
32.6,80.7,0
28.6,74.4,1
23.8,89.1,0
30.9,71.7,1
29.7,61.1,0
23.6,92.8,1
32.1,72.8,1
29.8,59.8,1
24.3,86.0,0
32.0,86.9,1
24.6,79.8,0
31.3,71.2,1
31.2,63.7,1
23.2,70.4,1
30.3,76.5,1
25.6,86.7,0
30.5,66.3,1
35.8,91.2,1
25.5,59.0,0
22.3,73.8,0
24.2,87.6,0
35.2,70.6,1
29.0,88.7,1
23.9,81.0,0
30.4,69.1,0
25.7,59.5,0
25.2,82.2,0
25.7,62.2,0
27.2,76.0,1
28.8,79.7,1
22.9,66.5,0
31.2,66.7,1
24.0,74.2,0
31.2,61.8,1
28.1,72.5,0
25.4,65.2,0
29.8,71.7,0
23.4,82.6,0
24.2,90.7,1
35.6,72.5,1
32.1,72.5,1
31.7,56.8,1
33.0,89.0,1
25.7,98.0,0
23.1,75.9,0
29.4,76.1,1
33.9,57.5,1
28.0,63.4,0
28.8,77.1,1
23.8,96.9,0
36.4,78.7,1
23.0,69.5,0
29.9,69.8,1
22.8,60.3,0
25.6,83.0,0
30.6,65.8,1
24.6,82.5,0
22.2,72.8,0
30.3,81.3,1
22.0,83.0,0
25.2,98.0,0
26.8,65.0,0
37.5,86.3,1
24.1,72.1,0
32.7,82.9,1
23.5,56.0,0
28.4,69.9,1
24.0,90.4,0
27.8,92.6,1
23.2,66.2,0
23.4,88.7,0
29.3,84.8,1
22.0,75.0,0
24.1,79.7,0
23.4,72.9,0
36.3,60.8,1
30.8,65.7,1
30.5,83.4,1
26.8,61.3,0
37.0,80.4,0
34.2,71.8,1
26.7,67.8,0
26.8,70.3,0
29.8,77.8,1
31.4,62.7,1
27.2,98.0,1
29.6,74.8,0
28.5,64.7,1
25.1,85.1,0
25.5,72.2,0
32.9,98.0,1
26.8,98.0,0
36.2,63.1,1
25.2,70.3,0
26.7,98.0,0
24.3,86.2,0
22.0,69.5,0
32.0,68.8,1
25.4,68.9,0
32.9,85.5,1
32.3,65.9,1
30.4,84.7,1
28.2,62.5,0
23.5,75.6,0
31.9,68.6,1
23.4,97.4,0
22.0,79.3,0
32.2,74.2,1
28.5,87.1,1
22.0,90.7,0
30.8,60.2,1
27.8,78.0,1
28.4,84.3,1
24.5,92.2,0
28.7,77.7,1
26.6,93.4,0
32.8,86.3,1
28.3,84.8,1
27.8,87.2,1
27.3,74.0,0
24.2,58.0,0
26.9,95.5,0
29.5,75.2,1
27.7,94.7,1
30.7,70.4,1
22.0,85.6,0
30.9,80.8,1
22.8,89.4,0
27.2,95.9,1
22.3,88.4,0
29.3,77.4,1
32.0,83.1,1
31.0,68.8,1
25.2,98.0,0
22.0,82.3,1
25.3,87.5,0
29.0,79.5,1
26.3,48.6,0
22.9,62.0,0
23.1,81.1,0
28.5,53.3,1
35.9,78.9,1
24.7,55.4,0
23.2,68.7,0
25.4,74.3,0
30.1,97.4,1
33.9,54.4,1
27.4,72.3,0
25.0,70.7,0
22.0,83.8,0
22.0,72.7,1
23.4,64.4,0
31.1,66.1,1
31.6,70.5,0
29.7,81.0,1
29.0,82.4,1
31.1,74.6,1
26.6,59.7,0
26.4,82.5,0
35.2,58.5,1
27.4,97.4,1
36.1,65.6,0
29.7,78.4,0
23.5,91.6,0
28.6,80.5,1
26.4,90.4,1
30.7,91.3,1
27.8,90.3,1
31.0,56.7,1
22.0,74.4,0
32.5,73.5,1
26.4,69.9,0
22.0,84.6,0
34.5,63.7,1
26.8,80.8,1
26.6,82.7,0
32.1,65.8,1
29.5,97.0,1
27.8,83.8,1
30.0,66.6,1
25.7,87.3,0
30.1,77.7,1
28.8,74.7,0
22.0,93.7,1
26.8,81.0,0
29.6,67.0,0
28.6,61.8,1
32.6,82.8,1
29.6,76.9,1
35.7,75.1,1
31.4,82.8,1
29.7,76.3,1
30.0,75.2,0
27.3,50.6,0
36.0,83.6,1
31.0,66.6,1
30.1,66.8,1
22.0,54.0,0
34.4,62.5,1
25.2,71.0,0
35.1,55.2,1
25.0,67.7,0
27.3,78.1,1
22.2,78.9,0
27.9,92.5,1
33.7,67.5,1
31.1,75.8,1
31.5,73.4,1
25.0,78.7,0
24.2,89.3,0
27.6,56.1,0
31.0,88.9,1
29.9,75.3,1
23.3,78.7,0
22.0,94.4,0
34.5,68.0,1
30.0,66.2,0
33.3,69.7,1
29.2,75.3,1
22.3,94.7,0
32.7,75.2,1
25.7,76.0,0
31.2,63.3,1
24.3,65.2,0
34.4,56.4,1
32.7,55.5,1
28.5,62.6,0
22.0,72.4,0
23.9,84.4,0
31.3,62.3,1
26.7,76.3,0
22.0,66.8,0
30.0,74.8,1
37.6,52.3,1
27.4,89.3,1
26.7,67.0,0
34.8,68.2,1
22.0,86.6,0
30.0,66.4,1
23.2,88.1,1
26.6,90.2,0
29.1,73.5,0
36.2,61.3,1
31.4,75.3,1
31.2,72.9,1
28.5,91.9,1
27.6,76.3,1
25.3,80.5,0
25.2,91.7,0
31.9,68.8,1
28.0,94.4,0
35.3,78.9,1
28.8,81.3,1
28.1,78.6,1
30.8,70.4,1
29.6,82.3,1
30.2,78.0,1
24.5,80.7,1
26.6,77.6,0
26.1,80.9,0
23.5,84.9,0
27.5,77.3,1
30.8,77.9,1
27.8,78.9,0
22.6,76.4,0
33.3,69.8,1
30.4,63.4,1
34.8,85.6,1
29.7,63.2,0
28.6,66.7,1
27.0,71.1,0
24.2,72.9,0
25.9,68.7,0
27.5,83.0,1
27.6,72.2,0
23.2,78.7,0
26.0,83.6,0
23.1,82.8,1
26.3,73.5,0
31.1,55.2,1
22.2,79.9,0
25.9,71.4,0
29.9,64.3,1
30.9,77.5,1
28.4,55.1,1
27.0,68.2,0
31.2,58.5,1
34.3,67.6,1
29.1,71.5,0
30.6,79.4,1
36.1,75.9,1
34.5,68.2,1
26.7,82.7,0
25.5,71.4,0
32.7,78.5,1
32.4,67.0,1
24.9,85.8,0
34.0,75.1,1
27.7,80.5,1
27.1,75.3,1
25.6,92.1,0
28.5,63.7,1
30.0,78.9,1
26.3,73.7,0
30.1,71.4,1
30.8,71.6,1
33.8,73.4,1
31.7,82.2,0
23.1,86.0,0
30.2,62.0,1
30.5,94.3,1
37.7,77.3,1
30.7,55.8,1
32.6,52.6,1
24.7,79.7,0
22.2,86.5,1
31.0,75.3,1
30.6,82.3,1
35.4,80.8,1
31.7,57.6,1
22.0,66.8,0
29.1,74.3,1
37.1,77.9,1
28.1,87.3,1
26.5,78.4,0
23.1,95.8,0
22.0,72.8,0
26.4,72.2,0
27.7,74.0,0
23.8,88.4,0
34.6,62.0,1
28.4,80.8,1
28.3,55.4,1
30.1,86.5,1
22.0,77.0,1
25.3,86.7,0
24.8,53.6,0
22.0,65.6,0
27.6,73.8,0
22.2,91.8,0
24.8,85.3,0
29.6,76.6,1
35.2,67.9,1
24.2,86.1,0
28.0,79.2,1
31.2,59.9,1
31.3,68.1,1
31.8,69.1,0
32.4,71.6,1
27.6,79.0,1
28.5,76.6,1
28.2,88.7,0
35.0,92.2,1
25.2,89.2,0
27.4,63.6,1
23.2,89.6,0
25.9,81.6,0
23.3,75.1,0
30.3,81.6,1
25.0,93.7,0
23.7,77.7,1
25.2,83.7,0
33.1,76.7,1
28.2,72.0,0
27.0,81.4,1
24.5,89.6,0
29.0,69.0,0
27.6,67.5,0
30.8,62.3,1
27.9,76.4,1
25.3,92.3,0
26.8,85.4,0
31.2,71.8,1
32.6,62.4,1
25.0,92.2,0
26.9,96.1,0
27.9,76.1,1
22.0,81.1,0
31.1,68.8,1
22.0,87.6,0
29.4,72.6,1
22.7,81.4,0
30.7,68.3,1
30.8,79.3,1
